# Time 0.00094
# eta = 0.002
# length = -8.95603e-05
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25592e-05        2.51184e-05        2.82768e-05             101325            1.12574        2.82768e-05            301.574                  0                  0                  0                  0        1.96164e-07        3.02411e-17         8.5703e-14           0.222463        4.83722e-12        7.78874e-05        5.77438e-08        1.90278e-16        9.90704e-18        7.54604e-07          0.0446059        7.65677e-06        8.42787e-05         1.4718e-16         5.4965e-07        2.21058e-20            0.73276
1        3.76776e-05        2.51184e-05         2.8223e-05             101325             1.1236         2.8223e-05            302.147                  0        0.000770956        4.37399e-07             27.168        2.77465e-07        5.32938e-17         9.5911e-14           0.222413        6.64072e-12        0.000106502        7.83682e-08        3.42456e-16        1.78705e-17        1.03307e-06          0.0445925        1.09142e-05         0.00011463        2.67168e-16        7.67203e-07        4.02849e-20            0.73276
2         6.2796e-05        2.51184e-05        2.81517e-05             101325            1.12076        2.81517e-05            302.912                  0         0.00101163        6.03705e-07              46.16        3.99259e-07        9.69697e-17         9.0177e-14           0.222347        9.10858e-12        0.000144917        1.05317e-07        6.40698e-16          3.354e-17        1.40836e-06          0.0445745        1.58999e-05        0.000154535        5.06713e-16        1.08035e-06          7.678e-20            0.73276
3        8.79144e-05        2.51184e-05        2.80498e-05             101325             1.1167        2.80498e-05            304.011                  0         0.00137166        8.82769e-07            83.8055        5.90134e-07         1.8419e-16        7.43619e-14           0.222252        1.27627e-11        0.000200512        1.43608e-07        1.24118e-15        6.52697e-17        1.95255e-06          0.0445485        2.38342e-05        0.000211296        9.99013e-16        1.55722e-06        1.52717e-19            0.73276
4        0.000113033        2.51184e-05        2.79074e-05             101325            1.11104        2.79074e-05            305.559                  0         0.00188747         1.3464e-06            156.963        8.80905e-07        3.61579e-16        5.37474e-14           0.222117          1.812e-11        0.000279347        1.97152e-07        2.44535e-15        1.29403e-16        2.72478e-06          0.0445114        3.60902e-05        0.000290399        2.01037e-15        2.26498e-06        3.12139e-19            0.73276
5        0.000138151        2.51184e-05        2.77126e-05             101325            1.10328        2.77126e-05            307.704                  0         0.00261216        2.13078e-06            297.898        1.31468e-06        7.27246e-16        3.39416e-14           0.221929        2.59757e-11         0.00038928        2.71126e-07        4.84882e-15        2.58788e-16        3.80122e-06          0.0444596        5.46191e-05        0.000398721        4.08766e-15        3.29493e-06         6.5081e-19            0.73276
6         0.00016327        2.51184e-05        2.74511e-05             101325            1.09287        2.74511e-05            310.629                  0         0.00361321        3.49069e-06              565.8        1.95032e-06        1.49001e-15        1.86714e-14           0.221672        3.76026e-11        0.000540265        3.72362e-07        9.63181e-15        5.19945e-16        5.27753e-06          0.0443883        8.21258e-05         0.00054465        8.36503e-15         4.7682e-06        1.38299e-18            0.73276
7        0.000188388        2.51184e-05        2.71074e-05             101325            1.07918        2.71074e-05            314.559                  0         0.00497463         5.9155e-06            1066.66        2.86628e-06        3.10489e-15        8.93804e-15           0.221326        5.51281e-11        0.000744681        5.09969e-07        1.91599e-14        1.04978e-15        7.27147e-06          0.0442915         0.00012227        0.000738204        1.72392e-14        6.84194e-06        3.00699e-18            0.73276
8        0.000213506        2.51184e-05        2.66651e-05             101325            1.06158        2.66651e-05            319.764                  0         0.00679904        1.03722e-05            1986.01        4.16441e-06        6.59687e-15        3.78753e-15           0.220865        8.22577e-11         0.00101759        6.96255e-07        3.82639e-14        2.13676e-15        9.92477e-06           0.044162        0.000179874        0.000991066         3.5909e-14        9.71485e-06        6.73727e-18            0.73276
9        0.000238625        2.51184e-05        2.61088e-05             101325            1.03943        2.61088e-05            326.559                  0         0.00920903        1.88327e-05            3641.73        5.97295e-06        1.43637e-14         1.5929e-15           0.220261        1.25635e-10          0.0013769        9.48082e-07        7.70166e-14         4.4042e-15        1.34039e-05          0.0439911        0.000261096         0.00131651        7.59832e-14         1.3631e-05        1.56866e-17            0.73276
10        0.000263743        2.51184e-05        2.54264e-05             101325            1.01226        2.54264e-05            335.298                  0          0.0123476         3.5442e-05            6568.28        8.44797e-06        3.22097e-14        1.09482e-15           0.219479        1.97417e-10         0.00184326        1.28884e-06        1.56815e-13        9.23004e-15        1.78989e-05          0.0437686         0.00037354         0.00172918        1.64105e-13        1.88804e-05        3.82423e-17            0.73276
11        0.000288862        2.51184e-05        2.46112e-05             101325           0.979806        2.46112e-05             346.37                  0          0.0163768        6.91542e-05            11649.6        1.17721e-05         7.4619e-14        1.96638e-15           0.218483        3.20117e-10          0.0024398        1.75117e-06        3.23669e-13        1.97102e-14        2.36208e-05          0.0434835        0.000526234         0.00224471        3.62814e-13         2.5795e-05        9.80552e-17            0.73276
12         0.00031398        2.51184e-05        2.36643e-05             101325           0.942111        2.36643e-05             360.18                  0          0.0214748         0.00013973            20327.9        1.61501e-05        1.78505e-13        5.66672e-15           0.217233        5.35518e-10         0.00319143        2.38061e-06        6.76818e-13        4.28433e-14        3.07965e-05          0.0431234        0.000729446         0.00287922        8.21046e-13        3.47392e-05         2.6432e-16            0.73276
13        0.000339098        2.51184e-05        2.25967e-05             101325           0.899605        2.25967e-05            377.132                  0          0.0278307         0.00029132            34931.4        2.18008e-05        4.39143e-13         1.9219e-14           0.215687        9.20525e-10         0.00412397        3.24016e-06        1.42863e-12        9.43589e-14        3.96627e-05          0.0426757        0.000994313          0.0036487        1.89517e-12        4.60948e-05        7.44563e-16            0.73276
14        0.000364217        2.51184e-05        2.14283e-05             101325           0.853092        2.14283e-05            397.606                  0          0.0356372        0.000622726            59189.1        2.89463e-05        1.10308e-12        7.22196e-14           0.213805        1.61395e-09         0.00526302        4.41564e-06        3.02521e-12        2.08957e-13         5.0459e-05          0.0421278         0.00133232         0.00456835        4.43366e-12        6.02423e-05        2.16818e-15            0.73276
15        0.000389335        2.51184e-05        2.01871e-05             101325           0.803678        2.01871e-05            421.936                  0          0.0450833         0.00135277            99047.2        3.78004e-05         2.8093e-12        2.92171e-13           0.211548        2.85834e-09         0.00663282        6.02161e-06        6.37736e-12        4.60836e-13        6.34232e-05          0.0414677         0.00175469         0.00565211        1.04285e-11        7.75413e-05        6.44208e-15            0.73276
16        0.000414454        2.51184e-05        1.89053e-05             101325           0.752649        1.89053e-05             450.39                  0           0.056346         0.00295504             163977        4.85584e-05         7.2251e-12        1.23739e-12           0.208882           5.06e-09         0.00825539        8.20751e-06        1.32812e-11        1.00234e-12        7.87886e-05          0.0406847         0.00227187         0.00691225        2.44672e-11        9.83134e-05        1.93068e-14            0.73276
17        0.000439572        2.51184e-05        1.76158e-05             101325           0.701309        1.76158e-05            483.165                  0          0.0695855          0.0064198             269102        6.13894e-05        1.87924e-11        5.35091e-12           0.205776        8.86914e-09            0.01015        1.11635e-05        2.71667e-11        2.13329e-12        9.67861e-05          0.0397691         0.00289306         0.00835935        5.69292e-11        0.000122831        5.80601e-14            0.73276
18         0.00046469        2.51184e-05        1.63481e-05             101325           0.650841        1.63481e-05            520.383                  0          0.0849417          0.0137316             438750        7.64345e-05        4.98074e-11        2.31857e-11           0.202205        1.52926e-08          0.0123329        1.51257e-05        5.45059e-11        4.42708e-12         0.00011765          0.0387128         0.00362611          0.0100024        1.31157e-10        0.000151312        1.76059e-13            0.73276
19        0.000489809        2.51184e-05        1.51265e-05             101325           0.602208        1.51265e-05            562.096                  0           0.102535          0.0287061             712713        9.38076e-05        1.35877e-10        9.93388e-11           0.198146        2.59101e-08           0.014818        2.03798e-05        1.07982e-10        8.99546e-12        0.000141629           0.037509         0.00447747          0.0118493        3.00592e-10        0.000183918        5.46425e-13            0.73276
20        0.000514927        2.51184e-05        1.39686e-05             101325           0.556111        1.39686e-05            608.304                  0           0.122468          0.0585241        1.15867e+06          0.0001136        3.83866e-10         4.1671e-10           0.193581        4.34805e-08           0.017617        2.72628e-05        2.15467e-10        1.81928e-11        0.000168998          0.0361516         0.00545241          0.0139068        6.93621e-10        0.000220756        1.76514e-12            0.73276
21        0.000540046        2.51184e-05        1.28855e-05             101325           0.512992        1.28855e-05            658.965                  0           0.144833           0.117158        1.90127e+06        0.000135887         1.1187e-09        1.69602e-09           0.188493        7.39155e-08          0.0207402        3.61591e-05         4.4924e-10        3.78352e-11        0.000200077          0.0346356         0.00655524          0.0161816        1.64078e-09        0.000261882        5.96057e-12            0.73276
22        0.000565164        2.51184e-05        1.18827e-05             101325           0.473069        1.18827e-05            714.006                  0            0.16971           0.235362        3.20012e+06        0.000160731        3.31503e-09        6.63331e-09           0.182867        1.32637e-07          0.0241966        4.74857e-05        1.02322e-09        8.44822e-11        0.000235251          0.0329561         0.00778953          0.0186798         4.0484e-09        0.000307292        2.07186e-11            0.73276
23        0.000590283        2.51184e-05        1.09614e-05             101325           0.436388        1.09614e-05            773.341                  0           0.197177           0.494394        5.66974e+06        0.000188187         9.7928e-09        2.46836e-08           0.176688        2.63872e-07          0.0279946        6.16542e-05        2.60321e-09        2.08442e-10        0.000275006          0.0311088         0.00915821          0.0214074         1.0481e-08        0.000356926        7.21275e-11            0.73276
24        0.000615401        2.51184e-05        1.01195e-05             101325           0.402871        1.01195e-05            836.868                  0           0.227305            1.14034        1.08886e+07        0.000218303        2.83141e-08        8.66223e-08           0.169947        5.95008e-07           0.032141        7.89879e-05        7.22907e-09        5.61508e-10        0.000319986          0.0290899          0.0106635          0.0243697         2.8136e-08        0.000410648        2.44944e-10            0.73276
25        0.000640519        2.51184e-05        9.35319e-06             101325           0.372364        9.35319e-06            904.473                  0           0.260154            2.94695        2.29958e+07        0.000251122        7.91182e-08        2.84947e-07           0.162633         1.4782e-06          0.0366404         9.9562e-05        2.08368e-08        1.58033e-09        0.000371059          0.0268962          0.0123067           0.027571        7.63976e-08        0.000468234        7.96432e-10            0.73276
26        0.000665638        2.51184e-05        8.65765e-06             101325           0.344673        8.65765e-06            976.016                  0           0.295771             8.2641         5.2605e+07        0.000286668        2.12315e-07         8.7651e-07           0.154747        3.83118e-06           0.041493        0.000122924         5.9552e-08        4.43934e-09        0.000429322          0.0245264           0.014087          0.0310133        2.04194e-07        0.000529309        2.45176e-09            0.73276
27        0.000690756        2.51184e-05        8.02764e-06             101325           0.319592        8.02764e-06            1051.31                  0           0.334165            23.7414        1.25699e+08        0.000324918        5.45942e-07        2.52301e-06           0.146298        9.89223e-06            0.04669        0.000147659        1.63844e-07        1.20598e-08        0.000495759          0.0219829          0.0160005           0.034694        5.25308e-07        0.000593211        7.09849e-09            0.73276
28        0.000715875        2.51184e-05        7.45827e-06             101325           0.296925        7.45827e-06            1130.05                  0            0.37528            66.5869        3.02016e+08        0.000365771         1.3437e-06        6.81586e-06           0.137308        2.47539e-05          0.0522128        0.000170867        4.26676e-07        3.11006e-08        0.000570045          0.0192732          0.0180387          0.0386079        1.28018e-06        0.000658708        1.92431e-08           0.732759
29        0.000740993        2.51184e-05         6.9454e-06             101325           0.276506         6.9454e-06            1211.75                  0           0.418995            176.896        7.08201e+08        0.000408925        3.15614e-06        1.73349e-05           0.127814         5.9139e-05          0.0580266        0.000187897        1.03956e-06        7.51925e-08        0.000647654          0.0164139          0.0201862          0.0427492         2.9191e-06        0.000723254         4.8589e-08           0.732759
30        0.000766111        2.51184e-05        6.48632e-06             101325            0.25823        6.48632e-06             1295.5                  0           0.465108            436.343        1.58269e+09        0.000453474        7.02309e-06        4.15451e-05           0.117886        0.000133486          0.0640596        0.000193226        2.33587e-06        1.67962e-07        0.000714922          0.0134447          0.0224093          0.0471083        6.13913e-06        0.000781183        1.13058e-07           0.732758
31         0.00079123        2.51184e-05        6.08083e-06             101325           0.242086        6.08083e-06            1379.59                  0           0.513189            980.132          3.289e+09        0.000497055         1.4615e-05        9.35766e-05           0.107676        0.000281514          0.0701658        0.000183147        4.71839e-06         3.3803e-07        0.000744948           0.010451          0.0246305          0.0516679        1.16415e-05        0.000820226        2.36836e-07           0.732757
32        0.000816348        2.51184e-05        5.73224e-06             101325           0.228209        5.73224e-06            1460.98                  0           0.562366            1955.07        6.15813e+09        0.000534412        2.78978e-05        0.000196649          0.0974858        0.000546737          0.0760778        0.000158378        8.17919e-06        5.85952e-07        0.000704085         0.00758801          0.0266844          0.0563946        1.91857e-05        0.000817579         4.2674e-07           0.732756
