# Time 4.5e-05
# eta = 0.002
# length = 0.000969917
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25563e-05        2.51125e-05        2.84186e-05             101325            1.13165        2.84186e-05                300                  0                  0                  0         5.0262e-12        3.37714e-18        4.68227e-27        3.85896e-18           0.222598        3.51794e-17        1.31812e-14        1.99176e-17        1.51394e-26        3.17923e-28        7.62361e-17          0.0446421        1.03082e-16         1.5936e-14        1.06139e-26         1.0084e-17        1.08406e-30            0.73276
1        3.76688e-05        2.51125e-05        2.84186e-05             101325            1.13165        2.84186e-05                300                  0        1.33362e-13        2.63555e-12        1.93055e-06        2.03722e-17        4.61486e-26        2.17475e-17           0.222598        2.00701e-16        7.86405e-14        1.21882e-16         1.5406e-25        3.86743e-27        4.59514e-16          0.0446421        6.24317e-16        9.50534e-14         1.0655e-25        6.27934e-17        1.22358e-29            0.73276
2        6.27813e-05        2.51125e-05        2.84186e-05             101325            1.13165        2.84186e-05                300                  0        7.93814e-13        1.50017e-11        1.09889e-05        1.36008e-16        4.93362e-25        1.35489e-16           0.222598        1.26562e-15        5.19261e-13        8.23948e-16        1.69918e-24        5.05547e-26        3.06488e-15          0.0446421        4.18335e-15        6.27484e-13        1.15759e-24        4.31771e-16        1.49372e-28            0.73276
3        8.78938e-05        2.51125e-05        2.84186e-05             101325            1.13165        2.84186e-05                300                  0        5.24197e-12        9.46217e-11        6.93124e-05        8.88271e-16        5.24401e-24        8.19546e-16           0.222598        7.75518e-15        3.35091e-12        5.44488e-15        1.86795e-23        6.61326e-25        1.99939e-14          0.0446421        2.74213e-14        4.04825e-12        1.24971e-23         2.9053e-15        1.82832e-27            0.73276
4        0.000113006        2.51125e-05        2.84186e-05             101325            1.13165        2.84186e-05                300                  0        3.38213e-11        5.79766e-10        0.000424702        5.64695e-15         5.5177e-23        4.77947e-15           0.222598        4.58455e-14        2.10238e-11        3.49921e-14        2.04163e-22        8.65303e-24        1.26943e-13          0.0446421        1.74952e-13        2.53918e-11        1.33569e-22        1.90386e-14        2.24271e-26            0.73276
5        0.000138119        2.51125e-05        2.84186e-05             101325            1.13165        2.84186e-05                300                  0        2.12152e-10        3.42708e-09         0.00251059        3.48638e-14        5.92786e-22        2.67613e-14           0.222598        2.61249e-13        1.27926e-10        2.18129e-13        2.27845e-21        1.13244e-22        7.81815e-13          0.0446421        1.08392e-12        1.54458e-10        1.45574e-21        1.21218e-13        2.78363e-25            0.73276
6        0.000163231        2.51125e-05        2.84186e-05             101325            1.13165        2.84186e-05                300                  0        1.29061e-09        1.95275e-08          0.0143068        2.08513e-13         7.1689e-21        1.43157e-13           0.222598         1.4321e-12        7.52868e-10        1.31504e-12        2.80607e-20        1.48274e-21        4.65598e-12          0.0446421        6.50411e-12        9.08728e-10        1.77432e-20        7.47917e-13        3.57852e-24            0.73276
7        0.000188344        2.51125e-05        2.84186e-05             101325            1.13165        2.84186e-05                300                  0        7.59362e-09        1.07036e-07          0.0784387        1.20459e-12        9.37455e-20        7.27221e-13           0.222598        7.49707e-12        4.27209e-09        7.64117e-12        3.67493e-19         1.9375e-20        2.67529e-11          0.0446421        3.76875e-11        5.15473e-09        2.32527e-19        4.45856e-12        4.67956e-23            0.73276
8        0.000213456        2.51125e-05        2.84186e-05             101325            1.13165        2.84186e-05            300.001                  0        4.30778e-08        5.60281e-07           0.410851         6.6997e-12        1.22246e-18        3.48161e-12           0.222598        3.72236e-11        2.32894e-08        4.26218e-11        4.78855e-18        2.51524e-19        1.47837e-10          0.0446421        2.10146e-10        2.80906e-08        3.03419e-18        2.55911e-11        6.07972e-22            0.73276
9        0.000238569        2.51125e-05        2.84184e-05             101325            1.13164        2.84184e-05            300.003                  0        2.34769e-07        2.78164e-06            2.04329        3.57374e-11        1.55006e-17        1.55562e-11           0.222598        1.73791e-10        1.21465e-07        2.27133e-10        6.12364e-17        3.21983e-18        7.82705e-10           0.044642        1.12309e-09        1.46446e-07         3.8831e-17         1.4086e-10        7.80349e-21            0.73276
10        0.000263681        2.51125e-05        2.84174e-05             101325             1.1316        2.84174e-05            300.013                  0        1.22403e-06         1.2988e-05            9.58741        1.82011e-10        1.92776e-16        6.40237e-11           0.222597        7.54971e-10        6.03087e-07        1.14975e-09        7.65285e-16        4.01048e-17        3.95198e-09          0.0446418        5.72554e-09        7.26789e-07        4.86694e-16        7.40021e-10        9.76948e-20            0.73276
11        0.000288794        2.51125e-05        2.84127e-05             101325            1.13141        2.84127e-05            300.063                  0        6.07517e-06        5.64666e-05            42.2947        8.80396e-10        2.23314e-15        2.38257e-10           0.222593        3.00848e-09        2.83395e-06        5.48955e-09        9.06216e-15        4.75621e-16        1.89253e-08          0.0446408        2.76872e-08        3.41353e-06        5.78353e-15        3.68997e-09         1.1725e-18            0.73276
12        0.000313906        2.51125e-05        2.83925e-05             101325            1.13061        2.83925e-05            300.276                  0        2.85362e-05         0.00022592             176.73        4.01852e-09        2.35975e-14        7.79531e-10           0.222576         1.0779e-08        1.25134e-05        2.45019e-08        9.87273e-14         5.1989e-15        8.53793e-08          0.0446364        1.26129e-07        1.50643e-05        6.34234e-14        1.73445e-08        1.31306e-17            0.73276
13        0.000339019        2.51125e-05        2.83119e-05             101325             1.1274        2.83119e-05             301.13                  0        0.000125952        0.000823528             728.15        1.71648e-08         2.1728e-13        2.14109e-09           0.222507        3.36741e-08        5.14447e-05        1.01014e-07        9.42299e-13        4.99625e-14        3.59725e-07          0.0446188        5.36526e-07        6.18939e-05        6.13098e-13         7.6183e-08        1.32643e-16            0.73276
14        0.000364132        2.51125e-05        2.80221e-05             101325            1.11586        2.80221e-05            304.245                  0        0.000517673         0.00274813            3225.44        6.77763e-08        1.63378e-12        4.54526e-09           0.222254        8.71455e-08        0.000194344        3.77835e-07         7.3044e-12        3.93266e-13        1.39787e-06           0.044554        2.10411e-06        0.000233661        4.87891e-12         3.0874e-07        1.16181e-15            0.73276
15        0.000389244        2.51125e-05        2.71264e-05             101325            1.08019        2.71264e-05            314.289                  0         0.00195637         0.00876295            15909.7        2.42169e-07         9.1554e-12        6.40854e-09           0.221429         1.7056e-07         0.00065986        1.24369e-06        4.04984e-11        2.25839e-12         4.9039e-06           0.044343        7.44355e-06        0.000792767        2.86573e-11        1.12962e-06        8.46162e-15            0.73276
16        0.000414357        2.51125e-05        2.49783e-05             101325           0.994654        2.49783e-05            341.312                  0         0.00665856          0.0275251              73071        7.52701e-07        3.36505e-11        4.81311e-09           0.219174        2.17209e-07         0.00193393        3.41818e-06        1.29443e-10        7.79279e-12        1.49195e-05           0.043765        2.28182e-05         0.00232163        1.03871e-10        3.58692e-06        4.94022e-14            0.73276
17        0.000439469        2.51125e-05        2.14717e-05             101325           0.855019        2.14717e-05            397.039                  0          0.0196587          0.0701284             228533        1.92868e-06        7.39611e-11        2.03978e-09           0.214401        1.59465e-07         0.00463074         7.3881e-06        1.92752e-10        1.31533e-11        3.71707e-05          0.0425399        5.74313e-05         0.00555442        1.94482e-10        9.36827e-06        2.38962e-13            0.73276
18        0.000464582        2.51125e-05        1.76537e-05             101325           0.702983        1.76537e-05            482.878                  0          0.0477414           0.102933             415588        4.00607e-06        1.44609e-10        1.02139e-09           0.206814        8.94221e-08          0.0089202        1.26782e-05        1.98486e-10        1.53291e-11        7.42529e-05          0.0405885        0.000117114          0.0106896        2.80022e-10        1.97525e-05        1.21825e-12            0.73276
19        0.000489694        2.51125e-05        1.44167e-05             101325           0.574083        1.44167e-05            591.248                  0          0.0932687           0.102297             668347         7.0542e-06         4.6817e-10        1.62552e-09           0.196909        8.04051e-08          0.0145224        1.87233e-05        3.79896e-10        3.12083e-11        0.000124578          0.0380361        0.000203139          0.0173851        7.31153e-10        3.50927e-05        6.58478e-12           0.732759
20        0.000514807        2.51125e-05         1.1947e-05             101325           0.475737         1.1947e-05            713.395                  0           0.152815            0.16711        1.45096e+06        1.10729e-05        1.72582e-09         5.2746e-09           0.185355        1.45925e-07          0.0210598        2.52655e-05        1.17753e-09         9.5949e-11        0.000185215          0.0350535        0.000315213          0.0251822        2.53766e-09        5.52112e-05        3.05435e-11           0.732758
21        0.000539919        2.51125e-05        1.01243e-05             101325           0.403157        1.01243e-05            841.716                  0            0.22143           0.485684        3.54198e+06        1.60333e-05        5.39676e-09        1.78741e-08           0.172802        3.18047e-07           0.028165        3.21845e-05         3.6245e-09        2.86848e-10        0.000253036          0.0318072        0.000452428          0.0336357        7.93006e-09        7.95244e-05        1.16847e-10           0.732757
22        0.000565032        2.51125e-05        8.78162e-06             101325           0.349691        8.78162e-06            970.264                  0           0.294612            1.39085        8.12485e+06        2.18871e-05        1.40268e-08        5.38027e-08           0.159837        6.96742e-07          0.0355069        3.93737e-05        1.02183e-08        7.84454e-10        0.000325081          0.0284478        0.000613467          0.0423451        2.13497e-08        0.000107079        3.80974e-10           0.732756
23        0.000590144        2.51125e-05        7.78197e-06             101325           0.309884        7.78197e-06            1094.72                  0           0.368715             3.5282        1.69063e+07        2.85674e-05        3.16797e-08        1.40182e-07           0.146964        1.50481e-06          0.0428001        4.66398e-05         2.6449e-08        1.98102e-09        0.000398669          0.0251054        0.000796609          0.0509666        5.02091e-08        0.000136673         1.0932e-09           0.732755
24        0.000615257        2.51125e-05        7.02662e-06             101325           0.279805        7.02662e-06            1212.17                  0           0.440924            8.09392        3.24777e+07        3.60033e-05        6.53195e-08        3.23805e-07           0.134565        3.16833e-06          0.0498286        5.36402e-05        6.32635e-08         4.6546e-09        0.000471544          0.0218785         0.00100016          0.0592408        1.05145e-07        0.000167118        2.82269e-09           0.732755
25        0.000640369        2.51125e-05        6.44699e-06             101325           0.256724        6.44699e-06            1320.88                  0           0.509381            17.0959        5.89445e+07        4.41325e-05        1.26789e-07        6.83856e-07           0.122885        6.43958e-06          0.0564533        5.98858e-05        1.40815e-07        1.02333e-08        0.000541786          0.0188309          0.0012228          0.0670016        2.00545e-07        0.000197439        6.65875e-09           0.732756
26        0.000665482        2.51125e-05        5.99577e-06             101325           0.238756        5.99577e-06            1419.98                  0           0.573069            33.6004        1.02567e+08        5.28832e-05        2.34765e-07        1.34873e-06           0.112067         1.2573e-05          0.0625923        6.48223e-05        2.93545e-07        2.11518e-08        0.000607347          0.0160006         0.00146317          0.0741536        3.56043e-07        0.000226867        1.45009e-08           0.732757
