# Time 3.5e-05
# eta = 0.002
# length = 0.000973583
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25563e-05        2.51125e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0                  0                  0       5.11713e-310        2.69845e-19        1.77217e-27        3.95296e-19           0.222598        3.94091e-18        1.09925e-15        1.48363e-18        5.25357e-27        9.31889e-29        5.66718e-18          0.0446421        8.08996e-18         1.3309e-15        3.77257e-27        6.95917e-19        4.59291e-31            0.73276
1        3.76688e-05        2.51125e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        1.11321e-14        2.95284e-13        2.16297e-07        1.82413e-18        1.72381e-26        2.53502e-18           0.222598        2.55456e-17        7.36444e-15        1.02207e-17        5.31799e-26        1.13305e-27        3.84293e-17          0.0446421        5.49293e-17        8.91436e-15         3.7772e-26        4.87372e-18        5.06769e-30            0.73276
2        6.27814e-05        2.51125e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0         7.4424e-14         1.9102e-12        1.39925e-06         1.3543e-17        1.82033e-25        1.78331e-17           0.222598        1.81645e-16        5.41837e-14        7.72197e-17        5.83309e-25        1.48041e-26        2.86158e-16          0.0446421        4.09545e-16        6.55727e-14        4.09292e-25        3.74134e-17        6.05061e-29            0.73276
3        8.78939e-05        2.51125e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        5.47606e-13        1.35852e-11        9.95158e-06        9.85407e-17        1.91046e-24         1.2219e-16           0.222598        1.25919e-15        3.90355e-13        5.71742e-16        6.37224e-24        1.93577e-25        2.08848e-15          0.0446421        2.99299e-15         4.7229e-13        4.40621e-24        2.81707e-16        7.23509e-28            0.73276
4        0.000113006        2.51125e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        3.94444e-12        9.41701e-11        6.89851e-05         6.9978e-16         1.9835e-23        8.10885e-16           0.222598        8.46265e-15         2.7418e-12        4.13127e-15        6.91537e-23          2.532e-24        1.48787e-14          0.0446421        2.13515e-14        3.31642e-12        4.69592e-23        2.07235e-15        8.65846e-27            0.73276
5        0.000138119        2.51125e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0           2.77e-11        6.32855e-10        0.000463634        4.83982e-15        2.02505e-22        5.19283e-15           0.222598        5.49268e-14        1.87327e-11        2.90647e-14        7.43555e-22        3.31281e-23        1.03264e-13          0.0446421        1.48365e-13         2.2652e-11        4.93381e-22        1.48626e-14        1.03697e-25            0.73276
6        0.000163232        2.51125e-05        2.84186e-05             101325            1.13165        2.84186e-05                300                  0        1.89213e-10        4.10727e-09         0.00300938        3.25223e-14        2.11625e-21        3.19509e-14           0.222598        3.43924e-13        1.24173e-10        1.98558e-13        8.19134e-21        4.33724e-22        6.95535e-13          0.0446421        1.00176e-12        1.50104e-10        5.30243e-21        1.03667e-13         1.2621e-24            0.73276
7        0.000188344        2.51125e-05        2.84186e-05             101325            1.13165        2.84186e-05                300                  0        1.25394e-09         2.5716e-08          0.0188465        2.11754e-13        2.68969e-20        1.87886e-13           0.222598        2.07186e-12        7.96195e-10        1.31311e-12        1.05253e-19        5.68965e-21        4.53076e-12          0.0446421        6.55403e-12         9.6214e-10        6.78865e-20        7.01271e-13        1.64646e-23            0.73276
8        0.000213457        2.51125e-05        2.84186e-05             101325            1.13165        2.84186e-05                300                  0        8.03823e-09        1.54907e-07           0.113594        1.33171e-12        3.61438e-19        1.04901e-12           0.222598        1.19131e-11        4.92133e-09        8.37534e-12        1.40393e-18        7.45755e-20        2.84837e-11          0.0446421        4.14146e-11         5.9448e-09        9.08602e-19        4.58578e-12         2.1654e-22            0.73276
9        0.000238569        2.51125e-05        2.84186e-05             101325            1.13165        2.84186e-05            300.001                  0        4.96708e-08        8.90648e-07           0.654058        8.05964e-12        4.75184e-18        5.51422e-12           0.222598        6.49036e-11         2.9205e-08        5.12965e-11        1.84176e-17        9.74724e-19        1.72194e-10           0.044642        2.51791e-10        3.52639e-08        1.19321e-17        2.88772e-11        2.83361e-21            0.73276
