# Time 7e-05
# eta = 0.002
# length = 0.00096025
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25564e-05        2.51128e-05        2.84189e-05             101325            1.13165        2.84189e-05                300                  0                  0                  0                  0        3.85837e-16                  0        2.38077e-16           0.222598        1.68945e-15        1.36397e-12        2.41163e-15                  0                  0        9.18607e-15          0.0446421        1.20374e-14        1.64485e-12                  0        1.42487e-15                  0            0.73276
1        3.76691e-05        2.51128e-05        2.84189e-05             101325            1.13165        2.84189e-05                300                  0        1.38014e-11        1.26756e-10        9.28556e-05        1.83282e-15                  0        1.01971e-15           0.222598        7.34519e-15         6.3833e-12        1.14682e-14                  0                  0        4.32591e-14          0.0446421        5.72729e-14         7.6959e-12                  0        6.92572e-15                  0            0.73276
2        6.27819e-05        2.51128e-05        2.84189e-05             101325            1.13165        2.84189e-05                300                  0        6.43802e-11        5.49254e-10        0.000402362        9.80852e-15                  0        4.91709e-15           0.222598        3.59622e-14        3.36647e-11        6.13213e-14                  0                  0        2.29532e-13          0.0446421        3.06854e-13        4.05775e-11                  0        3.78396e-14                  0            0.73276
3        8.78946e-05        2.51128e-05        2.84189e-05             101325            1.13165        2.84189e-05                300                  0         3.3961e-10        2.69019e-09         0.00197075        5.12611e-14        5.17856e-24         2.2922e-14           0.222598        1.70817e-13        1.73209e-10        3.19543e-13                  0                  0        1.18834e-12          0.0446421        1.60491e-12        2.08724e-10                  0        2.01816e-13                  0            0.73276
4        0.000113007        2.51128e-05        2.84189e-05             101325            1.13165        2.84189e-05                300                  0        1.74697e-09        1.27769e-08         0.00936011        2.59652e-13        9.98835e-22        1.02163e-13           0.222598        7.80894e-13        8.62579e-10        1.60991e-12        3.49495e-21        1.86351e-22        5.95528e-12          0.0446421          8.132e-12        1.03918e-09        2.16429e-21        1.04306e-12        4.08135e-25            0.73276
5         0.00013812        2.51128e-05        2.84189e-05             101325            1.13165        2.84189e-05                300                  0        8.69785e-09        5.84032e-08          0.0427899        1.27154e-12        1.26327e-20         4.3303e-13           0.222598        3.41435e-12        4.14662e-09        7.81835e-12        4.46724e-20        2.38828e-21        2.88228e-11          0.0446421        3.98147e-11        4.99421e-09        2.76609e-20        5.21063e-12        5.23504e-24            0.73276
6        0.000163233        2.51128e-05        2.84189e-05             101325            1.13165        2.84189e-05                300                  0        4.18019e-08        2.55325e-07           0.187108        6.00442e-12        1.58073e-19         1.7348e-12           0.222598         1.4185e-11        1.91881e-08        3.64804e-11        5.63029e-19        2.96819e-20        1.34385e-10          0.0446421        1.87849e-10        2.31035e-08        3.50096e-19        2.50916e-11        6.52176e-23            0.73276
7        0.000188346        2.51128e-05        2.84187e-05             101325            1.13164        2.84187e-05            300.002                  0         1.9338e-07         1.0606e-06           0.777731        2.72617e-11        1.85982e-18        6.51841e-12           0.222598        5.56762e-11        8.51985e-08        1.62935e-10        6.73783e-18        3.55784e-19        6.01746e-10           0.044642        8.51467e-10        1.02551e-07        4.19451e-18        1.16121e-10        7.82667e-22            0.73276
8        0.000213458        2.51128e-05        2.84181e-05             101325            1.13162        2.84181e-05            300.008                  0        8.58378e-07        4.16259e-06            3.05835        1.18619e-10        2.12206e-17        2.27443e-11           0.222597        2.04699e-10        3.61681e-07        6.93586e-10        7.80045e-17        4.04707e-18        2.57911e-09          0.0446419        3.69507e-09        4.35196e-07        4.88612e-17        5.14708e-10        8.94325e-21            0.73276
9        0.000238571        2.51128e-05        2.84158e-05             101325            1.13153        2.84158e-05            300.032                  0        3.64272e-06        1.53088e-05            11.3176        4.92783e-10        2.18872e-16         7.2717e-11           0.222596        6.97574e-10         1.4619e-06         2.7997e-09        8.25321e-16        4.28152e-17        1.05398e-08          0.0446414        1.52924e-08        1.75839e-06        5.18676e-16        2.17669e-09        9.50651e-20            0.73276
