# Time 5.5e-05
# eta = 0.002
# length = 0.000966189
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25563e-05        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0                  0                  0        2.46197e-21        2.80537e-17        1.37738e-26         2.5004e-17           0.222598        2.07393e-16        1.05084e-13        1.72014e-16        4.46372e-26        1.09618e-27        6.56643e-16          0.0446421        8.66778e-16        1.26898e-13        3.07215e-26        9.30157e-17        3.19894e-30            0.73276
1        3.76689e-05        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        1.06287e-12        1.55424e-11        1.13851e-05        1.52754e-16        1.36111e-25        1.25332e-16           0.222598        1.05353e-15        5.64912e-13        9.45159e-16        4.54473e-25        1.33395e-26        3.56002e-15          0.0446421        4.73461e-15         6.8201e-13        3.07698e-25        5.20878e-16        3.64415e-29            0.73276
2        6.27814e-05        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        5.69881e-12        7.87457e-11        5.76832e-05        9.27349e-16        1.45789e-24        6.99799e-16           0.222598        5.95932e-15        3.38637e-12        5.77905e-15        5.01521e-24        1.74403e-25        2.15191e-14          0.0446421        2.88225e-14        4.08732e-12        3.33385e-24         3.2445e-15        4.48957e-28            0.73276
3         8.7894e-05        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0         3.4166e-11         4.4555e-10        0.000326381        5.50128e-15         1.5514e-23        3.78503e-15           0.222598        3.26665e-14        1.98164e-11        3.44814e-14        5.51612e-23        2.28099e-24        1.27065e-13          0.0446421        1.71421e-13        2.39119e-11        3.58641e-23        1.97473e-14        5.54754e-27            0.73276
4        0.000113007        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        1.99893e-10        2.44213e-09         0.00178899        3.17008e-14        1.66814e-22        1.96634e-14           0.222598        1.72517e-13        1.12499e-10        1.99528e-13        6.13868e-22         2.9814e-23        7.28114e-13          0.0446421        9.90103e-13        1.35713e-10         3.8946e-22        1.16766e-13        6.90587e-26            0.73276
5        0.000138119        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        1.13455e-09        1.28961e-08         0.00944752        1.77019e-13        1.95781e-21        9.76617e-14           0.222598        8.77384e-13        6.18003e-10        1.11659e-12        7.36458e-21        3.89182e-22        4.03618e-12          0.0446421        5.53995e-12        7.45307e-10        4.60414e-21        6.69113e-13        8.80613e-25            0.73276
6        0.000163232        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        6.23107e-09        6.55805e-08          0.0480491        9.55413e-13        2.51012e-20        4.61208e-13           0.222598         4.2692e-12        3.27592e-09        6.02417e-12        9.51111e-20        5.05736e-21        2.15975e-11          0.0446421        2.99478e-11        3.94951e-09        5.93954e-20        3.70587e-12        1.14419e-23            0.73276
7        0.000188344        2.51126e-05        2.84186e-05             101325            1.13165        2.84186e-05                300                  0        3.30212e-08        3.19068e-07           0.233847         4.9694e-12        3.33129e-19        2.05709e-12           0.222598        1.97287e-11         1.6703e-08        3.12214e-11        1.25671e-18        6.49834e-20         1.1126e-10          0.0446421        1.55928e-10        2.01307e-08        7.90124e-19        1.97767e-11        1.47636e-22            0.73276
8        0.000213457        2.51126e-05        2.84185e-05             101325            1.13164        2.84185e-05            300.002                  0        1.68318e-07        1.47431e-06            1.08152        2.48259e-11        4.13335e-18        8.59204e-12           0.222598        8.60161e-11        8.16178e-08        1.54784e-10        1.57464e-17         8.1776e-19        5.49863e-10           0.044642        7.79199e-10        9.83317e-08        9.90299e-18        1.01338e-10        1.85977e-21            0.73276
9        0.000238569        2.51126e-05        2.84179e-05             101325            1.13162        2.84179e-05            300.008                  0        8.22218e-07        6.42775e-06            4.72792        1.18665e-10        4.92586e-17        3.32338e-11           0.222597          3.504e-10        3.80604e-07        7.30382e-10        1.90902e-16        9.93071e-18          2.597e-09          0.0446419          3.722e-09        4.58365e-07        1.20246e-16        4.96581e-10        2.26734e-20            0.73276
10        0.000263682        2.51126e-05        2.84152e-05             101325            1.13151        2.84152e-05            300.037                  0        3.83289e-06        2.61949e-05             19.426        5.40283e-10        5.50369e-16        1.17238e-10           0.222595        1.31803e-09        1.68545e-06        3.26086e-09        2.18686e-15        1.13952e-16        1.16674e-08          0.0446413        1.69142e-08        2.02893e-06        1.38148e-15        2.31621e-09        2.62156e-19            0.73276
11        0.000288795        2.51126e-05         2.8404e-05             101325            1.13107         2.8404e-05            300.155                  0         1.6967e-05        9.87541e-05            75.1009        2.33088e-09        5.60065e-15        3.68907e-10           0.222586        4.50443e-09        7.04645e-06        1.36738e-08        2.29954e-14         1.2009e-15        4.95858e-08          0.0446389        7.27193e-08        8.47848e-06        1.46015e-14        1.02269e-08        2.80327e-18            0.73276
12        0.000313907        2.51126e-05        2.83614e-05             101325            1.12937        2.83614e-05            300.606                  0        7.09068e-05        0.000340747            279.101        9.46709e-09        4.98902e-14        1.00009e-09           0.222549        1.36617e-08         2.7613e-05        5.33534e-08        2.13277e-13        1.11904e-14        1.98001e-07          0.0446296        2.93772e-07        3.32075e-05        1.36653e-13        4.24577e-08        2.68851e-17            0.73276
