# Time 0.00082
# eta = 0.002
# length = 7.65991e-05
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25592e-05        2.51183e-05        2.83105e-05             101325            1.12708        2.83105e-05            301.215                  0                  0                  0       6.42285e-323        1.18426e-07        2.71461e-17        3.25831e-13           0.222494        3.66611e-12        5.93931e-05        4.65653e-08         1.0909e-16        5.67083e-18        5.69129e-07          0.0446146        4.37444e-06        6.62763e-05        8.15616e-17        3.64035e-07        1.25639e-20            0.73276
1        3.76775e-05        2.51183e-05        2.82669e-05             101325            1.12535        2.82669e-05            301.678                  0        0.000597172        3.19904e-07            16.7348        1.70833e-07        4.60862e-17        3.69199e-13           0.222455        5.10462e-12        8.22335e-05        6.38891e-08        2.02423e-16        1.05428e-17        7.89989e-07           0.044604        6.37104e-06        9.13331e-05        1.52602e-16        5.16803e-07        2.35576e-20            0.73276
2        6.27959e-05        2.51183e-05        2.82062e-05             101325            1.12293        2.82062e-05            302.327                  0        0.000794342        4.44933e-07            29.1058        2.53928e-07        7.94722e-17        3.55008e-13           0.222399        7.17627e-12        0.000114394        8.75657e-08        3.98294e-16         2.0805e-17        1.10339e-06           0.044589        9.61221e-06        0.000126025        3.04267e-16        7.48903e-07        4.71093e-20            0.73276
3        8.79142e-05        2.51183e-05        2.81165e-05             101325            1.11936        2.81165e-05            303.291                  0         0.00110203         6.6179e-07            55.0971        3.89356e-07        1.43708e-16         3.0152e-13           0.222316        1.03487e-11        0.000162455        1.22247e-07        8.17973e-16        4.28961e-17        1.57406e-06          0.0445666        1.49852e-05        0.000177143        6.35542e-16        1.11559e-06        9.90382e-20            0.73276
4        0.000113033        2.51183e-05        2.79876e-05             101325            1.11423        2.79876e-05            304.686                  0         0.00155779        1.03116e-06            108.527        6.02998e-07        2.74279e-16        2.25481e-13           0.222195        1.51241e-11        0.000232417        1.71941e-07        1.70881e-15        9.01314e-17        2.26165e-06          0.0445339        2.35974e-05        0.000250468        1.35505e-15        1.67743e-06        2.13956e-19            0.73276
5        0.000138151        2.51183e-05        2.78069e-05             101325            1.10704        2.78069e-05            306.663                  0         0.00221578        1.66947e-06            217.025        9.32387e-07        5.51092e-16        1.47645e-13           0.222023        2.22759e-11        0.000332168        2.41975e-07        3.58085e-15        1.90389e-16        3.24446e-06          0.0444872        3.70847e-05        0.000353353        2.90939e-15         2.5192e-06        4.69856e-19            0.73276
6        0.000163269        2.51183e-05        2.75594e-05             101325            1.09718        2.75594e-05            309.412                  0         0.00314581          2.799e-06            433.499        1.43056e-06        1.15212e-15        8.41672e-14           0.221784        3.30404e-11        0.000471833        3.39385e-07        7.48031e-15         4.0207e-16        4.62252e-06          0.0444216        5.78018e-05        0.000494881        6.25709e-15        3.75658e-06        1.04656e-18            0.73276
7        0.000188388        2.51183e-05        2.72283e-05             101325              1.084        2.72283e-05            313.168                  0          0.0044359        4.85534e-06            856.259        2.17056e-06        2.47655e-15        4.15214e-14           0.221455         4.9482e-11        0.000664127        4.73519e-07        1.55638e-14        8.48754e-16        6.52062e-06          0.0443311        8.90503e-05        0.000685985        1.34826e-14        5.54353e-06         2.3732e-18            0.73276
8        0.000213506        2.51183e-05        2.67955e-05             101325            1.06677        2.67955e-05            318.216                  0         0.00619439        8.71532e-06            1662.75        3.25009e-06        5.44336e-15         1.7741e-14           0.221012        7.52084e-11        0.000924637        6.56933e-07        3.23392e-14        1.79701e-15        9.09029e-06          0.0442081        0.000135327        0.000939439        2.92211e-14         8.0793e-06         5.5207e-18            0.73276
9        0.000238624        2.51183e-05        2.62442e-05             101325            1.04482        2.62442e-05            324.886                  0         0.00855129         1.6199e-05            3164.55        4.79565e-06        1.22451e-14        6.73821e-15           0.220422        1.16732e-10         0.00127195        9.06714e-07        6.73964e-14        3.83505e-15        1.25102e-05          0.0440437        0.000202558          0.0012697        6.40569e-14        1.16136e-05        1.32975e-17            0.73276
10        0.000263743        2.51183e-05        2.55607e-05             101325            1.01761        2.55607e-05            333.552                  0          0.0116582        3.11972e-05            5895.05        6.96506e-06        2.82957e-14        2.72738e-15           0.219653        1.86084e-10         0.00172757        1.24643e-06        1.41487e-13        8.28909e-15        1.69845e-05          0.0438274        0.000298269         0.00169255        1.42807e-13        1.64483e-05         3.3447e-17            0.73276
11        0.000288861        2.51183e-05        2.47376e-05             101325           0.984843        2.47376e-05            344.619                  0          0.0156862        6.22578e-05            10747.4        9.94711e-06        6.73709e-14        2.39755e-15           0.218664        3.05771e-10         0.00231551        1.70891e-06        3.00016e-13        1.81954e-14        2.27381e-05          0.0435475        0.000431626         0.00222455        3.24929e-13        2.29337e-05        8.83179e-17            0.73276
12        0.000313979        2.51183e-05        2.37764e-05             101325           0.946576        2.37764e-05            358.507                  0          0.0208218        0.000128559            19189.8        1.39574e-05        1.65223e-13        5.75872e-15           0.217414        5.18009e-10         0.00306155         2.3399e-06        6.42516e-13        4.05416e-14        3.00106e-05          0.0431913        0.000613284         0.00288236         7.5483e-13        3.14582e-05        2.44817e-16            0.73276
13        0.000339098        2.51183e-05         2.2689e-05             101325           0.903283         2.2689e-05            375.629                  0          0.0272604        0.000273652              33602        1.92296e-05        4.15683e-13         1.9416e-14           0.215861        9.01263e-10         0.00399224         3.2028e-06        1.38512e-12        9.12876e-14        3.90476e-05          0.0427459        0.000855019         0.00368198        1.78436e-12        4.24312e-05        7.08059e-16            0.73276
14        0.000364216        2.51183e-05        2.14974e-05             101325           0.855846        2.14974e-05            396.367                  0          0.0351982        0.000596475            57804.1        2.60039e-05        1.06473e-12        7.36314e-14           0.213964         1.5983e-09         0.00513365        4.38417e-06        2.98739e-12         2.0613e-13        5.00931e-05          0.0421983         0.00116915         0.00463806        4.26462e-12        5.62613e-05         2.1126e-15            0.73276
15        0.000389334        2.51183e-05         2.0232e-05             101325           0.805468         2.0232e-05            421.047                  0          0.0448238         0.00131909            97895.1        3.45128e-05        2.75635e-12        3.00212e-13           0.211685        2.86016e-09         0.00651024         5.9998e-06         6.3965e-12        4.62231e-13        6.33837e-05          0.0415364         0.00156788         0.00576346        1.02204e-11        7.33335e-05        6.41386e-15            0.73276
