# Time 0.000965
# eta = 0.002
# length = -0.000124325
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25592e-05        2.51184e-05        2.82701e-05             101325            1.12547        2.82701e-05            301.645                  0                  0                  0        1.08604e+07        2.14525e-07        3.18942e-17        6.32027e-14           0.222457        5.07116e-12        8.16156e-05        5.98611e-08        2.09187e-16        1.08952e-17        7.91757e-07          0.0446041        8.45682e-06        8.77167e-05        1.62909e-16        5.90984e-07        2.43452e-20            0.73276
1        3.76776e-05        2.51184e-05        2.82144e-05             101325            1.12325        2.82144e-05             302.24                  0        0.000805089        4.61789e-07            29.4989        3.02397e-07        5.63757e-17        7.05719e-14           0.222405        6.94592e-12        0.000111376        8.10976e-08         3.7463e-16        1.95568e-17         1.0815e-06          0.0445902        1.20091e-05        0.000119057         2.9427e-16        8.22524e-07        4.41636e-20            0.73276
2         6.2796e-05        2.51184e-05        2.81411e-05             101325            1.12034        2.81411e-05            303.026                  0         0.00105411        6.36687e-07            49.9249        4.32642e-07        1.02867e-16        6.60884e-14           0.222337        9.48855e-12        0.000151002        1.08631e-07        6.95058e-16        3.64019e-17        1.46848e-06          0.0445716        1.73859e-05        0.000159897        5.53482e-16        1.15254e-06        8.35107e-20            0.73276
3        8.79145e-05        2.51184e-05        2.80369e-05             101325            1.11619        2.80369e-05             304.15                  0         0.00142393         9.2847e-07            90.0064        6.35266e-07        1.95519e-16         5.4221e-14           0.222239        1.32311e-11        0.000208025        1.47542e-07        1.33334e-15        7.01534e-17        2.02611e-06          0.0445449        2.58769e-05        0.000217629        1.08062e-15        1.65168e-06        1.64569e-19            0.73276
4        0.000113033        2.51184e-05        2.78921e-05             101325            1.11043        2.78921e-05            305.726                  0         0.00195066        1.41103e-06            167.138        9.41943e-07        3.82935e-16        3.89652e-14           0.222102         1.8693e-11        0.000288512        2.01719e-07        2.60075e-15        1.37712e-16        2.81333e-06           0.044507        3.89035e-05        0.000297678        2.15308e-15        2.38819e-06        3.33203e-19            0.73276
5        0.000138151        2.51184e-05        2.76948e-05             101325            1.10257        2.76948e-05            307.901                  0         0.00268716        2.22422e-06            314.366        1.39671e-06          7.665e-16        2.44606e-14           0.221911        2.66732e-11        0.000400309        2.76307e-07        5.10807e-15        2.72818e-16        3.90583e-06          0.0444543        5.84713e-05        0.000406833        4.33664e-15        3.45434e-06        6.88545e-19            0.73276
6         0.00016327        2.51184e-05        2.74309e-05             101325            1.09206        2.74309e-05            310.856                  0         0.00370046        3.62875e-06            591.885        2.05933e-06        1.56069e-15        1.33822e-14           0.221651        3.84515e-11        0.000553338        3.78101e-07        1.00588e-14        5.43425e-16        5.39841e-06          0.0443819        8.73426e-05        0.000553362          8.798e-15          4.972e-06         1.4513e-18            0.73276
7        0.000188388        2.51184e-05        2.70851e-05             101325             1.0783        2.70851e-05            314.816                  0         0.00507386        6.12371e-06            1106.83        3.00903e-06        3.23085e-15        6.38504e-15           0.221302         5.6167e-11        0.000759919         5.1617e-07        1.98543e-14        1.08876e-15        7.40758e-06           0.044284        0.000129232        0.000747133         1.7991e-14        7.09853e-06        3.13257e-18            0.73276
8        0.000213507        2.51184e-05        2.66413e-05             101325            1.06063        2.66413e-05            320.048                  0         0.00690902        1.06922e-05            2045.78        4.34812e-06        6.82136e-15        2.72358e-15           0.220838        8.35429e-11         0.00103503        7.02781e-07        3.93799e-14        2.20105e-15        1.00734e-05          0.0441533        0.000189006        0.000999654        3.72168e-14        1.00322e-05        6.97306e-18            0.73276
9        0.000238625        2.51184e-05        2.60844e-05             101325            1.03846        2.60844e-05            326.862                  0         0.00932731        1.93332e-05            3727.25        6.20484e-06        1.47671e-14        1.21033e-15           0.220231        1.27246e-10         0.00139643        9.54762e-07        7.87891e-14        4.50956e-15        1.35603e-05          0.0439812        0.000272848         0.00132402         7.8267e-14        1.40157e-05        1.61405e-17            0.73276
10        0.000263743        2.51184e-05        2.54023e-05             101325             1.0113        2.54023e-05            335.613                  0          0.0124704         3.6236e-05            6685.28         8.7346e-06        3.29418e-14        9.78003e-16           0.219447        1.99456e-10         0.00186467        1.29547e-06        1.59583e-13        9.40075e-15        1.80561e-05          0.0437577        0.000388354          0.0017347        1.68107e-13        1.93367e-05        3.91366e-17            0.73276
11        0.000288862        2.51184e-05        2.45885e-05             101325           0.978905        2.45885e-05            346.685                  0          0.0164988        7.04254e-05            11801.5        1.21187e-05        7.59548e-14        1.94002e-15            0.21845        3.22683e-10          0.0024627        1.75753e-06        3.27859e-13        1.99798e-14        2.37697e-05          0.0434717        0.000544511         0.00224721        3.69811e-13        2.63238e-05        9.98401e-17            0.73276
12         0.00031398        2.51184e-05        2.36443e-05             101325           0.941313        2.36443e-05             360.48                  0          0.0215896        0.000141761            20512.9        1.65597e-05         1.8092e-13        5.66473e-15             0.2172        5.38634e-10         0.00321528        2.38643e-06        6.82775e-13        4.32451e-14         3.0926e-05          0.0431109          0.0007515          0.0028776        8.33079e-13         3.5337e-05        2.67838e-16            0.73276
13        0.000339099        2.51184e-05        2.25801e-05             101325           0.898946        2.25801e-05            377.402                  0          0.0279307        0.000294492            35137.9        2.22736e-05        4.43371e-13        1.91894e-14           0.215655        9.23944e-10         0.00414811        3.24508e-06          1.436e-12        9.48825e-14        3.97603e-05          0.0426628         0.00102034         0.00364185        1.91501e-12        4.67536e-05         7.5105e-16            0.73276
14        0.000364217        2.51184e-05        2.14158e-05             101325           0.852595        2.14158e-05             397.83                  0          0.0357143        0.000627383            59389.1        2.94797e-05         1.1099e-12        7.19656e-14           0.213775        1.61674e-09         0.00528669        4.41915e-06        3.03127e-12        2.09415e-13        5.05118e-05          0.0421149         0.00136235         0.00455529        4.46346e-12        6.09493e-05        2.17791e-15            0.73276
15        0.000389335        2.51184e-05        2.01789e-05             101325            0.80335        2.01789e-05            422.099                  0          0.0451294         0.00135867            99184.8        3.83885e-05        2.81838e-12        2.90692e-13           0.211523        2.85811e-09         0.00665522        6.02298e-06        6.37305e-12        4.60527e-13        6.34184e-05          0.0414553          0.0017886         0.00563201        1.04644e-11        7.82796e-05        6.44682e-15            0.73276
16        0.000414454        2.51184e-05        1.89012e-05             101325           0.752483        1.89012e-05            450.479                  0          0.0563539         0.00295981             163950        4.91923e-05        7.23252e-12        1.22973e-12           0.208862        5.05168e-09         0.00827573        8.20564e-06        1.32431e-11        9.99316e-13        7.87145e-05           0.040673         0.00230937         0.00688453        2.44836e-11        9.90632e-05        1.92593e-14            0.73276
17        0.000439572        2.51184e-05        1.76152e-05             101325           0.701285        1.76152e-05             483.17                  0          0.0695487         0.00641512             268731        6.20581e-05        1.87769e-11        5.31268e-12           0.205763        8.84322e-09          0.0101675        1.11569e-05        2.70416e-11         2.1229e-12        9.66326e-05          0.0397586         0.00293372         0.00832369        5.68367e-11        0.000123571        5.77635e-14            0.73276
18        0.000464691        2.51184e-05        1.63504e-05             101325           0.650933        1.63504e-05            520.296                  0          0.0848554          0.0136954             437723        7.71252e-05        4.96863e-11        2.30013e-11           0.202199        1.52329e-08           0.012347        1.51121e-05        5.41827e-11        4.39938e-12        0.000117409          0.0387039         0.00366938         0.00995875        1.30701e-10        0.000152018        1.74782e-13            0.73276
19        0.000489809        2.51184e-05         1.5131e-05             101325           0.602387         1.5131e-05            561.914                  0           0.102396          0.0285881             710484        9.45066e-05        1.35344e-10        9.84781e-11           0.198149        2.57904e-08           0.014828        2.03565e-05        1.07232e-10        8.93002e-12        0.000141294          0.0375019         0.00452272          0.0117978        2.99092e-10        0.000184569        5.41529e-13            0.73276
20        0.000514928        2.51184e-05        1.39747e-05             101325           0.556351        1.39747e-05            608.025                  0           0.122274          0.0582199        1.15427e+06        0.000114293        3.81833e-10        4.12855e-10           0.193592        4.32565e-08          0.0176225        2.72263e-05        2.13791e-10        1.80463e-11        0.000168564          0.0361467         0.00549895          0.0138479        6.89299e-10        0.000221332        1.74704e-12            0.73276
21        0.000540046        2.51184e-05        1.28925e-05             101325           0.513269        1.28925e-05            658.591                  0           0.144584           0.116455        1.89288e+06         0.00013656        1.11145e-09        1.67959e-09           0.188513        7.34982e-08          0.0207408        3.61053e-05        4.45385e-10        3.75046e-11        0.000199541           0.034633         0.00660235          0.0161157        1.62884e-09        0.000262362        5.89435e-12            0.73276
22        0.000565164        2.51184e-05        1.18902e-05             101325           0.473365        1.18902e-05            713.541                  0           0.169407           0.233793        3.18392e+06         0.00016137        3.29069e-09        6.56755e-09           0.182896        1.31808e-07          0.0241921        4.74098e-05        1.01362e-09        8.36876e-11        0.000234609           0.032956         0.00783649          0.0186076        4.01551e-09        0.000307661        2.04797e-11            0.73276
23        0.000590283        2.51184e-05        1.09689e-05             101325           0.436688        1.09689e-05            772.789                  0           0.196821           0.490748        5.63676e+06        0.000188778        9.71634e-09        2.44392e-08           0.176727         2.6202e-07          0.0279847        6.15514e-05        2.57715e-09        2.06367e-10        0.000274257          0.0311115         0.00920432          0.0213295        1.03898e-08        0.000357169        7.12929e-11            0.73276
24        0.000615401        2.51184e-05        1.01269e-05             101325           0.403165        1.01269e-05            836.235                  0           0.226898            1.13102        1.08162e+07        0.000218835        2.80895e-08        8.57841e-08           0.169995        5.90411e-07          0.0321255        7.88542e-05        7.15472e-09        5.55769e-10        0.000319126          0.0290954          0.0107081           0.024287        2.78848e-08        0.000410756        2.42166e-10            0.73276
25         0.00064052        2.51184e-05        9.36029e-06             101325           0.372647        9.36029e-06            903.766                  0           0.259701            2.92086        2.28265e+07        0.000251583        7.84989e-08        2.82299e-07           0.162691         1.4662e-06          0.0366194        9.93961e-05        2.06245e-08        1.56429e-09        0.000370082          0.0269046          0.0123491          0.0274844        7.57221e-08        0.000468198        7.87717e-10            0.73276
26        0.000665638        2.51184e-05        8.66433e-06             101325           0.344939        8.66433e-06            975.242                  0           0.295274            8.18831        5.21954e+07        0.000287048        2.10704e-07        8.68783e-07           0.154813        3.79993e-06          0.0414664        0.000122731        5.89662e-08        4.39577e-09        0.000428223          0.0245377          0.0141267          0.0309235        2.02457e-07        0.000529127        2.42617e-09            0.73276
27        0.000690756        2.51184e-05        8.03385e-06             101325           0.319839        8.03385e-06            1050.48                  0           0.333628            23.5257         1.2471e+08        0.000325209        5.41968e-07        2.50207e-06           0.146372        9.81367e-06          0.0466582        0.000147452        1.62315e-07        1.19473e-08        0.000494535          0.0219971          0.0160369          0.0346019        5.21102e-07        0.000592887        7.02852e-09            0.73276
28        0.000715875        2.51184e-05        7.46398e-06             101325           0.297152        7.46398e-06            1129.17                  0           0.374709            66.0066        2.99699e+08        0.000365967        1.33439e-06        6.76282e-06            0.13739        2.45661e-05           0.052176        0.000170677        4.22946e-07        3.08285e-08        0.000568716          0.0192901          0.0180714          0.0385145        1.27069e-06        0.000658259        1.90654e-08           0.732759
29        0.000740993        2.51184e-05        6.95058e-06             101325           0.276713        6.95058e-06            1210.83                  0           0.418396            175.454        7.03045e+08        0.000409022        3.13552e-06        1.72089e-05           0.127903        5.87161e-05          0.0579854        0.000187769        1.03117e-06         7.4584e-08        0.000646298          0.0164333          0.0202151          0.0426552        2.89946e-06         0.00072272        4.81738e-08           0.732759
30        0.000766112        2.51184e-05        6.49098e-06             101325           0.258415        6.49098e-06            1294.56                  0           0.464487            433.097        1.57204e+09        0.000453482        6.98056e-06        4.12646e-05           0.117981          0.0001326           0.064015        0.000193209        2.31887e-06        1.66734e-07        0.000713726          0.0134661          0.0224344          0.0470147        6.10272e-06        0.000780649        1.12183e-07           0.732758
31         0.00079123        2.51184e-05        6.08494e-06             101325            0.24225        6.08494e-06            1378.65                  0           0.512557            973.725        3.26939e+09        0.000497002        1.45355e-05        9.29968e-05           0.107774        0.000279817          0.0701197        0.000183264        4.68904e-06        3.35911e-07        0.000744223          0.0104732          0.0246524          0.0515755        1.15842e-05        0.000819863        2.35256e-07           0.732757
32        0.000816348        2.51184e-05        5.73576e-06             101325           0.228349        5.73576e-06            1460.08                  0           0.561735            1944.54        6.12789e+09        0.000534363        2.77684e-05        0.000195556          0.0975829        0.000543845          0.0760332        0.000158609         8.1408e-06        5.83153e-07        0.000704137         0.00760922          0.0267048          0.0563044        1.91175e-05        0.000817652        4.24551e-07           0.732756
33        0.000841467        2.51184e-05         5.4499e-06             101325           0.216968         5.4499e-06            1534.19                  0           0.610426            3337.76        9.91559e+09        0.000556687        4.75301e-05        0.000378531          0.0879253         0.00095664          0.0813552        0.000124613        1.13353e-05        8.17058e-07         0.00058089         0.00509508          0.0283003          0.0611402        2.60933e-05         0.00074591        6.15484e-07           0.732756
34        0.000866585        2.51184e-05        5.23233e-06             101325           0.208307        5.23233e-06            1595.99                  0           0.656225            4763.03         1.3167e+10        0.000555426        7.16012e-05        0.000660306          0.0794457          0.0015002          0.0856639        8.95487e-05        1.20121e-05        8.78146e-07         0.00041153         0.00313713          0.0290873          0.0659813        2.82678e-05        0.000599792        6.79621e-07           0.732756
35        0.000891704        2.51184e-05        5.07888e-06             101325           0.202197        5.07888e-06            1643.07                  0           0.696616            5577.45        1.39197e+10        0.000531922        9.52966e-05         0.00101618          0.0726111          0.0020911          0.0887474        6.05851e-05        9.90481e-06        7.38081e-07        0.000256644         0.00180119            0.02889          0.0706852        2.44447e-05        0.000421991        5.83122e-07           0.732756
36        0.000916822        2.51184e-05        4.97521e-06             101325            0.19807        4.97521e-06            1677.07                  0           0.730266            5491.74        1.20115e+10        0.000498483        0.000114918         0.00137888          0.0674728         0.00263002          0.0907147         4.0431e-05        6.84878e-06        5.20553e-07        0.000147474        0.000986807          0.0278608          0.0751048        1.77787e-05         0.00026707        4.17655e-07           0.732757
37        0.000941941        2.51184e-05        4.90447e-06             101325           0.195254        4.90447e-06             1701.7                  0           0.757505            4799.74        9.02955e+09        0.000467254        0.000129318         0.00168717          0.0637499         0.00306277          0.0918623        2.79056e-05        4.27899e-06        3.30971e-07        8.11776e-05        0.000526539          0.0263344          0.0791385        1.15779e-05        0.000158051        2.68562e-07           0.732758
38        0.000967059        2.51184e-05         4.8536e-06             101325           0.193229         4.8536e-06            1720.39                  0           0.779531            3941.69        6.33566e+09        0.000443494         0.00013894         0.00191621          0.0610632         0.00338537           0.092491        2.05656e-05        2.53568e-06        1.98999e-07        4.37845e-05        0.000277254          0.0246146          0.0827466        7.07749e-06        9.00854e-05        1.62827e-07           0.732758
39        0.000992177        2.51184e-05        4.81446e-06             101325            0.19167        4.81446e-06            1735.45                  0           0.797592            3168.89        4.39468e+09        0.000427177        0.000144699          0.0020696          0.0590864         0.00361736           0.092823        1.63447e-05        1.46238e-06        1.16146e-07        2.34108e-05        0.000145154          0.0228959          0.0859356        4.17802e-06        5.03279e-05        9.56407e-08           0.732759
40          0.0010173        2.51184e-05        4.78238e-06             101325           0.190393        4.78238e-06            1748.25                  0           0.812674            2552.73        3.14266e+09        0.000416304        0.000147488         0.00216216          0.0575856         0.00378168          0.0929989        1.38933e-05        8.31843e-07        6.67211e-08        1.24844e-05        7.58783e-05          0.0212791          0.0887359        2.42096e-06          2.783e-05        5.52181e-08           0.732759
41         0.00104241        2.51184e-05        4.75483e-06             101325           0.189297        4.75483e-06            1759.57                  0           0.825485            2082.18        2.37304e+09         0.00040876        0.000148045         0.00220963          0.0564064         0.00389719          0.0931005        1.24205e-05        4.70059e-07         3.8011e-08        6.66258e-06        3.97019e-05           0.019806          0.0911879        1.39093e-06        1.53174e-05        3.15863e-08           0.732759
42         0.00106753        2.51184e-05        4.73041e-06             101325           0.188324        4.73041e-06            1769.82                  0           0.836523             1724.6        1.90265e+09        0.000402929         0.00014695         0.00222506          0.0554497         0.00397766          0.0931726        1.14854e-05        2.64941e-07        2.15681e-08         3.5653e-06        2.08238e-05          0.0184865          0.0933336        7.98129e-07        8.41869e-06        1.79833e-08           0.732759
43         0.00109265        2.51184e-05        4.70833e-06             101325           0.187445        4.70833e-06            1779.26                  0            0.84614            1449.23        1.60689e+09        0.000397756        0.000144649         0.00221819          0.0546523         0.00403264          0.0932381        1.08475e-05        1.49295e-07        1.22199e-08        1.91535e-06        1.09592e-05          0.0173148          0.0952131         4.6033e-07        4.62974e-06        1.02179e-08            0.73276
44         0.00111777        2.51184e-05        4.68811e-06             101325            0.18664        4.68811e-06            1788.03                  0           0.854597            1232.88        1.41035e+09        0.000392625        0.000141481         0.00219598          0.0539732         0.00406873          0.0933078        1.03769e-05        8.42239e-08        6.92366e-09        1.03375e-06        5.79074e-06          0.0162778          0.0968627        2.68713e-07        2.55067e-06        5.80325e-09            0.73276
45         0.00114289        2.51184e-05        4.66945e-06             101325           0.185898        4.66945e-06            1796.21                  0           0.862089             1059.4        1.27004e+09        0.000387219        0.000137709         0.00216331           0.053385         0.00409052          0.0933861        1.00036e-05        4.76063e-08        3.92649e-09        5.60775e-07        3.07334e-06          0.0153604          0.0983148        1.60074e-07        1.40886e-06        3.29781e-09            0.73276
46         0.00116801        2.51184e-05        4.65215e-06             101325           0.185209        4.65215e-06            1803.89                  0           0.868771              917.8        1.16227e+09        0.000381411        0.000133532         0.00212361          0.0528689         0.00410123          0.0934738        9.68916e-06        2.69723e-08        2.23001e-09        3.05821e-07         1.6388e-06          0.0145476          0.0995977        9.82916e-08        7.80544e-07        1.87618e-09            0.73276
47         0.00119312        2.51184e-05        4.63605e-06             101325           0.184568        4.63605e-06             1811.1                  0           0.874766            800.589        1.07417e+09        0.000375184        0.000129102         0.00207926          0.0524113         0.00410322          0.0935703        9.41256e-06         1.5321e-08        1.26873e-09        1.67684e-07         8.7813e-07          0.0138253           0.100736        6.29123e-08        4.33865e-07        1.06897e-09            0.73276
