# Time 0.00068
# eta = 0.002
# length = 0.000268429
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25591e-05        2.51182e-05        2.83514e-05             101325            1.12872        2.83514e-05            300.779                  0                  0                  0       6.35734e-310        5.36218e-08        3.29099e-17        1.15802e-12           0.222532        2.28947e-12        3.75864e-05        3.19785e-08          4.228e-17        2.19382e-18        3.51516e-07          0.0446248        1.82593e-06        4.32305e-05        3.03531e-17        1.87932e-07        4.81954e-21            0.73276
1        3.76773e-05        2.51182e-05        2.83209e-05             101325             1.1275        2.83209e-05            301.103                  0        0.000383735         1.9133e-07            7.34818        7.98202e-08        5.39032e-17        1.33805e-12           0.222505        3.27236e-12        5.33075e-05        4.47833e-08        8.30515e-17        4.31517e-18        5.00652e-07          0.0446175        2.74934e-06        6.10946e-05        6.00641e-17        2.74671e-07        9.53987e-21            0.73276
2        6.27956e-05        2.51182e-05        2.82748e-05             101325            1.12567        2.82748e-05            301.593                  0        0.000523962         2.7084e-07            13.3115        1.24757e-07        8.61369e-17        1.33522e-12           0.222463        4.80711e-12        7.72461e-05        6.36104e-08        1.78882e-16         9.3145e-18        7.30325e-07          0.0446065        4.37189e-06        8.80011e-05        1.30894e-16        4.17355e-07        2.08074e-20            0.73276
3        8.79138e-05        2.51182e-05        2.82029e-05             101325            1.12281        2.82029e-05            302.362                  0        0.000758394          4.161e-07            27.0755        2.02104e-07        1.38003e-16        1.19229e-12           0.222397        7.28348e-12        0.000114892        9.25317e-08        4.05869e-16        2.12064e-17        1.09438e-06          0.0445891        7.21686e-06        0.000129914        3.01439e-16        6.55167e-07        4.81308e-20            0.73276
4        0.000113032        2.51182e-05        2.80949e-05             101325            1.11851        2.80949e-05            303.523                  0          0.0011245        6.72535e-07            58.0297        3.30422e-07        2.28419e-16        9.47089e-13           0.222298        1.11737e-11         0.00017204        1.35587e-07        9.34848e-16        4.90888e-17        1.65095e-06          0.0445626        1.20243e-05         0.00019287        7.06993e-16        1.03722e-06        1.14073e-19            0.73276
5         0.00013815        2.51182e-05        2.79376e-05             101325            1.11224        2.79376e-05             305.23                  0         0.00167667        1.12899e-06            126.436        5.38163e-07        4.08197e-16        6.62916e-13           0.222151        1.72124e-11        0.000256538        1.98233e-07        2.14516e-15        1.13446e-16        2.47928e-06          0.0445233         1.9955e-05         0.00028483        1.65846e-15        1.63563e-06        2.72797e-19            0.73276
6        0.000163269        2.51182e-05        2.77145e-05             101325            1.10336        2.77145e-05            307.685                  0         0.00248739         1.9603e-06            274.057        8.67792e-07        8.07365e-16        4.04894e-13           0.221939        2.65797e-11        0.000378724        2.87754e-07        4.86687e-15        2.59966e-16        3.68421e-06          0.0444664        3.27812e-05        0.000415945        3.86585e-15        2.55346e-06        6.56156e-19            0.73276
7        0.000188387        2.51182e-05        2.74064e-05             101325             1.0911        2.74064e-05            311.139                  0         0.00365057        3.52074e-06             583.77        1.38095e-06        1.74176e-15        2.13512e-13            0.22164        4.12457e-11        0.000551843        4.13847e-07        1.09049e-14        5.90513e-16        5.40031e-06          0.0443855        5.31352e-05        0.000598723        8.95614e-15        3.93395e-06        1.59384e-18            0.73276
8        0.000213505        2.51182e-05        2.69927e-05             101325            1.07462        2.69927e-05            315.901                  0         0.00528428        6.54708e-06            1213.93        2.16436e-06        3.97283e-15         9.6631e-14           0.221226        6.46659e-11        0.000792366        5.89474e-07        2.42025e-14        1.33469e-15        7.79475e-06          0.0442729        8.48065e-05        0.000848006        2.07127e-14        5.97003e-06        3.94382e-18            0.73276
9        0.000238623        2.51182e-05        2.64531e-05             101325            1.05314        2.64531e-05            322.333                  0         0.00753209         1.2617e-05            2456.07        3.33586e-06        9.37832e-15         3.7595e-14           0.220663        1.03131e-10         0.00112011        8.32124e-07        5.34665e-14        3.01882e-15        1.10677e-05          0.0441189        0.000133062         0.00118067        4.81226e-14        8.91258e-06        1.00473e-17            0.73276
10        0.000263741        2.51182e-05        2.57713e-05             101325              1.026        2.57713e-05            330.845                  0          0.0105623         2.5204e-05            4828.22        5.04912e-06        2.27539e-14        1.30647e-14           0.219915        1.68435e-10         0.00155804        1.16571e-06        1.18181e-13        6.87222e-15        1.54493e-05          0.0439125        0.000204932           0.001615        1.13052e-13         1.3075e-05        2.66216e-17            0.73276
11         0.00028886        2.51182e-05         2.4938e-05             101325           0.992824         2.4938e-05            341.876                  0          0.0145642        5.21657e-05            9221.66        7.49568e-06        5.67167e-14          5.383e-15           0.218939        2.83018e-10         0.00213175        1.62331e-06        2.62318e-13        1.58044e-14        2.11928e-05          0.0436413        0.000309384         0.00216979        2.69771e-13        1.88312e-05        7.38457e-17            0.73276
