# Time 0.000885
# eta = 0.002
# length = -1.32459e-05
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25592e-05        2.51184e-05        2.82919e-05             101325            1.12634        2.82919e-05            301.412                  0                  0                  0         5.0262e-12        1.58251e-07        2.77468e-17        1.62333e-13           0.222477        4.30855e-12        6.95136e-05        5.28189e-08        1.50848e-16        7.84831e-18        6.70777e-07          0.0446098        6.03258e-06        7.63181e-05        1.14906e-16        4.61563e-07        1.74561e-20            0.73276
1        3.76776e-05        2.51184e-05        2.82427e-05             101325            1.12438        2.82427e-05            301.937                  0        0.000693167        3.83416e-07            22.1959        2.25706e-07        4.82789e-17        1.82637e-13           0.222432        5.94916e-12        9.55346e-05         7.2004e-08        2.74893e-16        1.43324e-17        9.23508e-07          0.0445977        8.67791e-06        0.000104355        2.11176e-16         6.4882e-07        3.21813e-20            0.73276
2        6.27959e-05        2.51184e-05         2.8176e-05             101325            1.12173         2.8176e-05            302.651                  0        0.000914594        5.30746e-07            38.0788          3.293e-07        8.64492e-17        1.73367e-13            0.22237        8.24316e-12        0.000131174        9.75519e-08        5.25108e-16         2.7461e-17        1.27163e-06          0.0445811        1.28329e-05        0.000142025        4.08893e-16        9.24722e-07        6.25573e-20            0.73276
3        8.79143e-05        2.51184e-05        2.80794e-05             101325            1.11788        2.80794e-05            303.691                  0         0.00125178        7.81459e-07            70.3435        4.94457e-07        1.62309e-16        1.44744e-13            0.22228        1.16887e-11        0.000183461        1.34325e-07        1.04219e-15        5.47384e-17        1.78404e-06          0.0445566        1.95646e-05        0.000196417        8.25751e-16        1.35163e-06        1.27318e-19            0.73276
4        0.000113033        2.51184e-05        2.79428e-05             101325            1.11244        2.79428e-05            305.174                  0         0.00174172        1.20249e-06            134.552        7.49897e-07        3.17752e-16        1.06112e-13           0.222152        1.67968e-11        0.000258435        1.86284e-07        2.10426e-15        1.11194e-16        2.52025e-06          0.0445215        3.01314e-05         0.00027315        1.70251e-15        1.99401e-06        2.66324e-19            0.73276
5        0.000138151        2.51184e-05        2.77539e-05             101325            1.10492        2.77539e-05            307.247                  0         0.00243807        1.92145e-06            261.034        1.13642e-06        6.43115e-16        6.80163e-14           0.221971        2.43535e-11        0.000363973        2.58674e-07         4.2705e-15        2.27544e-16        3.55745e-06          0.0444719        4.63512e-05        0.000379311        3.54206e-15        2.94059e-06        5.67523e-19            0.73276
6        0.000163269        2.51184e-05        2.74983e-05             101325            1.09475        2.74983e-05            310.098                  0         0.00340933        3.17905e-06            506.425        1.71053e-06        1.33391e-15        3.79571e-14           0.221721        3.56156e-11        0.000510104        3.58416e-07        8.66467e-15        4.66865e-16        4.99326e-06           0.044403        7.07843e-05        0.000523581        7.40219e-15        4.31045e-06        1.23014e-18            0.73276
7        0.000188388        2.51184e-05        2.71597e-05             101325            1.08127        2.71597e-05            313.956                  0         0.00474121        5.44161e-06              973.7        2.54861e-06        2.82097e-15        1.83738e-14           0.221382        5.26831e-11        0.000709351        4.94722e-07        1.75649e-14        9.60445e-16        6.94846e-06          0.0443089        0.000106948        0.000716353        1.55447e-14        6.25977e-06        2.72245e-18            0.73276
8        0.000213506        2.51184e-05        2.67212e-05             101325            1.06381        2.67212e-05            319.096                  0         0.00653872        9.63764e-06            1845.37        3.75106e-06        6.08346e-15        7.76778e-15           0.220929        7.92195e-11        0.000976998            6.8e-07        3.56678e-14        1.98758e-15        9.56888e-06          0.0441822         0.00015954        0.000969753        3.29263e-14        8.98789e-06        6.19699e-18            0.73276
9        0.000238625        2.51184e-05        2.61669e-05             101325            1.04174        2.61669e-05             325.84                  0         0.00892749        1.76745e-05            3437.23        5.44574e-06        1.34312e-14        3.04095e-15           0.220331        1.21813e-10         0.00133123        9.31202e-07        7.28474e-14          4.157e-15         1.3026e-05           0.044014         0.00023464         0.00129752        7.07184e-14        1.27417e-05        1.46361e-17            0.73276
10        0.000263743        2.51184e-05        2.54838e-05             101325            1.01455        2.54838e-05             334.55                  0           0.012054        3.35896e-05            6284.06        7.78985e-06         3.0502e-14        1.54645e-15           0.219554        1.92568e-10         0.00179306        1.27179e-06        1.50239e-13        8.82545e-15        1.75156e-05          0.0437942        0.000339842         0.00171475         1.5479e-13        1.78166e-05        3.61531e-17            0.73276
11        0.000288861        2.51184e-05        2.46651e-05             101325           0.981955        2.46651e-05            345.621                  0          0.0160839        6.61666e-05            11274.5         1.0969e-05        7.14809e-14        2.07959e-15           0.218561        3.13999e-10         0.00238598        1.73448e-06        3.13621e-13        1.90652e-14        2.32543e-05          0.0435112        0.000484255         0.00223742        3.46388e-13        2.45527e-05        9.38498e-17            0.73276
12         0.00031398        2.51184e-05        2.37121e-05             101325           0.944015        2.37121e-05            359.465                  0          0.0211987        0.000134924            19862.7        1.51929e-05        1.72796e-13         5.6865e-15            0.21731        5.28072e-10         0.00313528        2.36491e-06        6.62391e-13        4.18729e-14         3.0474e-05          0.0431528        0.000678333         0.00288186        7.92565e-13        3.33244e-05        2.55966e-16            0.73276
