# Time 0.00081
# eta = 0.002
# length = 9.03836e-05
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25592e-05        2.51183e-05        2.83134e-05             101325             1.1272        2.83134e-05            301.184                  0                  0                  0       5.11713e-310        1.12821e-07        2.72877e-17        3.60586e-13           0.222497        3.56635e-12        5.78233e-05        4.55664e-08        1.03211e-16        5.36452e-18        5.53364e-07          0.0446153        4.14577e-06        6.46794e-05        7.69425e-17        3.49795e-07         1.1878e-20            0.73276
1        3.76775e-05        2.51183e-05        2.82707e-05             101325             1.1255        2.82707e-05            301.638                  0        0.000582097        3.10245e-07            15.9465        1.63059e-07        4.61345e-17        4.09064e-13           0.222458          4.973e-12        8.01649e-05        6.25891e-08        1.92123e-16        1.00047e-17        7.69203e-07           0.044605         6.0505e-06        8.92552e-05        1.44411e-16        4.97427e-07        2.23382e-20            0.73276
2        6.27958e-05        2.51183e-05         2.8211e-05             101325            1.12312         2.8211e-05            302.276                  0        0.000775397         4.3188e-07            27.8002        2.43127e-07        7.89986e-17        3.94202e-13           0.222403        7.00884e-12         0.00011177        8.59565e-08        3.79979e-16        1.98442e-17        1.07702e-06          0.0445903        9.15897e-06        0.000123454        2.89404e-16        7.22858e-07        4.48912e-20            0.73276
3        8.79142e-05        2.51183e-05        2.81224e-05             101325             1.1196        2.81224e-05            303.227                  0          0.0010783        6.43526e-07            52.8466        3.74088e-07        1.41691e-16        3.35778e-13           0.222321        1.01365e-11        0.000159149        1.20285e-07        7.84926e-16        4.11529e-17        1.54083e-06          0.0445682        1.43311e-05        0.000174018        6.07979e-16        1.08023e-06         9.4902e-20            0.73276
4        0.000113033        2.51183e-05        2.79947e-05             101325            1.11451        2.79947e-05            304.608                  0         0.00152842        1.00485e-06            104.615        5.81352e-07        2.68639e-16         2.5196e-13           0.222202        1.48566e-11        0.000228292        1.69589e-07        1.64931e-15        8.69672e-17        2.22031e-06          0.0445359        2.26496e-05        0.000246751        1.30368e-15        1.62942e-06         2.0615e-19            0.73276
5        0.000138151        2.51183e-05        2.78155e-05             101325            1.10738        2.78155e-05            306.569                  0         0.00217997        1.63048e-06            210.281        9.01895e-07        5.37991e-16        1.65596e-13           0.222032        2.19406e-11        0.000327089        2.39207e-07        3.47497e-15        1.84695e-16        3.19388e-06          0.0444897        3.57202e-05        0.000349048        2.81403e-15        2.45451e-06        4.55027e-19            0.73276
6        0.000163269        2.51183e-05        2.75694e-05             101325            1.09758        2.75694e-05              309.3                  0         0.00310299        2.73965e-06              422.1        1.38814e-06        1.12481e-15        9.47562e-14           0.221794        3.26212e-11        0.000465679        3.36194e-07        7.29504e-15        3.91955e-16        4.56196e-06          0.0444246        5.58621e-05        0.000490061        6.08138e-15        3.67053e-06        1.01821e-18            0.73276
7        0.000188388        2.51183e-05        2.72395e-05             101325            1.08445        2.72395e-05            313.039                  0         0.00438585        4.76286e-06            837.542        2.11253e-06        2.42311e-15        4.69079e-14           0.221467         4.8957e-11         0.00065681        4.69921e-07        1.52455e-14        8.31024e-16        6.44998e-06          0.0443347         8.6339e-05        0.000680814         1.3161e-14          5.431e-06        2.31842e-18            0.73276
8        0.000213506        2.51183e-05        2.68078e-05             101325            1.06726        2.68078e-05            318.071                  0         0.00613749        8.56833e-06             1633.1        3.17224e-06        5.34193e-15        2.00942e-14           0.221025        7.45465e-11         0.00091612        6.52969e-07        3.18014e-14         1.7663e-15        9.01044e-06          0.0442123         0.00013161        0.000934199        2.86349e-14        7.93501e-06        5.41315e-18            0.73276
9        0.000238624        2.51183e-05         2.6257e-05             101325            1.04533         2.6257e-05            324.728                  0         0.00848867        1.59614e-05            3119.47        4.69344e-06        1.20543e-14        7.62106e-15           0.220438         1.1589e-10         0.00126227        9.02448e-07        6.65036e-14        3.78246e-15        1.24233e-05          0.0440485        0.000197572          0.0012648        6.29894e-14        1.14326e-05        1.30819e-17            0.73276
10        0.000263743        2.51183e-05        2.55735e-05             101325            1.01812        2.55735e-05            333.386                  0          0.0115919        3.08083e-05            5829.62        6.83393e-06        2.79368e-14        3.01262e-15           0.219669        1.85003e-10         0.00171684        1.24195e-06        1.40035e-13        8.20036e-15         1.6894e-05          0.0438328        0.000291732         0.00168852        1.40863e-13        1.62267e-05        3.30061e-17            0.73276
11        0.000288861        2.51183e-05        2.47497e-05             101325           0.985325        2.47497e-05            344.452                  0          0.0156192        6.16163e-05            10657.2        9.78295e-06         6.6696e-14        2.47587e-15           0.218681        3.04392e-10         0.00230393        1.70431e-06        2.97731e-13        1.80497e-14        2.26492e-05          0.0435534        0.000423258         0.00222204        3.21411e-13        2.26692e-05        8.74062e-17            0.73276
12        0.000313979        2.51183e-05        2.37872e-05             101325           0.947004        2.37872e-05            358.347                  0          0.0207581        0.000127505            19072.5         1.3757e-05        1.63971e-13        5.77656e-15           0.217431        5.16313e-10         0.00304942         2.3353e-06        6.39132e-13        4.03155e-14        2.99297e-05          0.0431977        0.000602835         0.00288208        7.48578e-13        3.11508e-05        2.42959e-16            0.73276
13        0.000339098        2.51183e-05        2.26978e-05             101325           0.903636        2.26978e-05            375.486                  0          0.0272045        0.000271961              33460        1.89911e-05        4.13466e-13         1.9439e-14           0.215877         8.9939e-10         0.00397991        3.19836e-06        1.38072e-12         9.0979e-14        3.89823e-05          0.0427525        0.000842291         0.00368464        1.77375e-12        4.20836e-05        7.04528e-16            0.73276
14        0.000364216        2.51183e-05         2.1504e-05             101325           0.856109         2.1504e-05            396.249                  0          0.0351552        0.000593933              57648        2.57272e-05        1.06108e-12        7.37698e-14           0.213979        1.59678e-09         0.00512154        4.38011e-06        2.98335e-12        2.05831e-13        5.00514e-05          0.0422049         0.00115403         0.00464435        4.24817e-12        5.58792e-05        2.10713e-15            0.73276
15        0.000389334        2.51183e-05        2.02362e-05             101325           0.805636        2.02362e-05            420.963                  0          0.0447984         0.00131579              97750        3.41997e-05        2.75144e-12        3.00972e-13           0.211698        2.86034e-09         0.00649876        5.99642e-06        6.39775e-12        4.62324e-13        6.33734e-05          0.0415429         0.00155033         0.00577393        1.01997e-11        7.29252e-05        6.41088e-15            0.73276
16        0.000414453        2.51183e-05        1.89292e-05             101325           0.753601        1.89292e-05            449.884                  0           0.056307         0.00292467             163519        4.46233e-05        7.17893e-12        1.28261e-12           0.208999        5.11362e-09         0.00813347        8.19868e-06        1.35121e-11        1.02081e-12        7.91751e-05          0.0407554          0.0020427         0.00708404        2.43515e-11        9.35657e-05        1.96047e-14            0.73276
17        0.000439571        2.51183e-05        1.76176e-05             101325           0.701383        1.76176e-05            483.188                  0          0.0698329          0.0064484             270560        5.71841e-05        1.88871e-11        5.57403e-12           0.205853        9.03497e-09          0.0100445        1.11796e-05        2.79464e-11         2.1983e-12        9.76764e-05          0.0398332         0.00264137         0.00858342        5.74785e-11        0.000118088        5.99351e-14            0.73276
18        0.000464689        2.51183e-05        1.63321e-05             101325           0.650207        1.63321e-05            520.975                  0          0.0855058          0.0139587             444022         7.2036e-05        5.05357e-11        2.42573e-11           0.202237         1.5673e-08          0.0122478        1.51785e-05        5.65413e-11        4.60211e-12        0.000119099          0.0387681           0.003355          0.0102792        1.33956e-10        0.000146716        1.84122e-13            0.73276
19        0.000489808        2.51183e-05        1.50974e-05             101325           0.601049        1.50974e-05            563.277                  0           0.103435          0.0294493             725127        8.93016e-05        1.39036e-10        1.04339e-10           0.198128        2.66687e-08          0.0147564        2.04849e-05        1.12714e-10        9.40984e-12        0.000143677          0.0375537         0.00419072          0.0121776        3.09829e-10        0.000179612        5.77139e-13            0.73276
20        0.000514926        2.51183e-05        1.39306e-05             101325           0.554598        1.39306e-05            610.073                  0           0.123713          0.0604384        1.18413e+06        0.000109077        3.95874e-10        4.39169e-10           0.193511        4.48885e-08          0.0175815        2.74398e-05         2.2601e-10        1.91174e-11        0.000171675          0.0361841         0.00515426           0.014284        7.20217e-10        0.000216878        1.87758e-12            0.73276
21        0.000540044        2.51183e-05        1.28422e-05             101325           0.511268        1.28422e-05            661.306                  0           0.146421           0.121555        1.95087e+06        0.000131439         1.1613e-09        1.79181e-09           0.188368        7.65028e-08          0.0207328        3.64316e-05        4.73276e-10         3.9904e-11        0.000203401          0.0346546         0.00625021           0.016604        1.71385e-09        0.000258557        6.36767e-12            0.73276
22        0.000565163        2.51183e-05         1.1837e-05             101325           0.471249         1.1837e-05            716.893                  0           0.171635           0.245076        3.29678e+06        0.000156449        3.45701e-09        7.01608e-09           0.182687        1.37689e-07          0.0242189        4.78804e-05         1.0823e-09        8.93905e-11        0.000239237          0.0329605         0.00748225          0.0191428        4.24783e-09        0.000304632        2.21723e-11            0.73276
23        0.000590281        2.51183e-05        1.09153e-05             101325           0.434556        1.09153e-05            776.737                  0           0.199424            0.51663        5.86655e+06        0.000184158        1.02357e-08        2.61014e-08           0.176454        2.74933e-07          0.0280476        6.21985e-05        2.76143e-09        2.21082e-10        0.000279666          0.0310977         0.00885332          0.0219059        1.10275e-08        0.000355024        7.71637e-11            0.73276
24        0.000615399        2.51183e-05        1.00746e-05             101325           0.401087        1.00746e-05            840.732                  0           0.229854            1.19623        1.13176e+07        0.000214612        2.96054e-08        9.14598e-08           0.169658        6.22012e-07          0.0322253        7.97047e-05        7.67517e-09        5.96018e-10        0.000325335          0.0290627          0.0103655          0.0248984        2.96257e-08        0.000409579        2.61589e-10            0.73276
25        0.000640518        2.51183e-05        9.31055e-06             101325           0.370667        9.31055e-06            908.759                  0           0.262984            3.10108        2.39909e+07        0.000247845        8.26488e-08        3.00132e-07           0.162292        1.54786e-06          0.0367562         0.00010046        2.20989e-08        1.67579e-09        0.000377122          0.0268524          0.0120199          0.0281242        8.03593e-08        0.000468049        8.48306e-10            0.73276
26        0.000665636        2.51183e-05        8.61776e-06             101325           0.343087        8.61776e-06            980.677                  0           0.298855            8.70654        5.49876e+07        0.000283873        2.21426e-07        9.20507e-07           0.154355        4.01097e-06          0.0416398         0.00012398        6.30078e-08        4.69669e-09        0.000436129           0.024466          0.0138153          0.0315849        2.14276e-07         0.00053003        2.60315e-09            0.73276
27        0.000690754        2.51183e-05        7.99083e-06             101325           0.318127        7.99083e-06            1056.29                  0           0.337473            24.9897        1.31395e+08        0.000322665        5.68262e-07        2.64138e-06           0.145859        1.03412e-05          0.0468666        0.000148792        1.72807e-07        1.27199e-08        0.000503309          0.0219061          0.0157472          0.0352779        5.49491e-07        0.000594816        7.51035e-09            0.73276
28        0.000715873        2.51183e-05        7.42466e-06             101325           0.295587        7.42466e-06             1135.3                  0           0.378775            69.9187        3.15253e+08        0.000364104        1.39569e-06        7.11364e-06           0.136827        2.58213e-05           0.052417         0.00017191        4.48419e-07        3.26885e-08        0.000578212          0.0191808          0.0178067          0.0391981        1.33422e-06        0.000661103        2.02834e-08           0.732759
