# Time 0.000995
# eta = 0.002
# length = -0.000166099
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25592e-05        2.51184e-05        2.82623e-05             101325            1.12516        2.82623e-05            301.728                  0                  0                  0                  0        2.37386e-07        3.42366e-17         4.3366e-14           0.222449         5.3458e-12        8.60156e-05        6.22981e-08        2.32538e-16        1.21159e-17        8.35421e-07           0.044602        9.46385e-06        9.16873e-05         1.8255e-16        6.41416e-07        2.71179e-20            0.73276
1        3.76776e-05        2.51184e-05        2.82043e-05             101325            1.12285        2.82043e-05            302.348                  0         0.00084496        4.90821e-07            32.3329        3.33336e-07        6.06151e-17        4.82968e-14           0.222396        7.30364e-12        0.000117122        8.42343e-08        4.14181e-16        2.16309e-17        1.13833e-06          0.0445874         1.3382e-05        0.000124162        3.27958e-16        8.89851e-07         4.8948e-20            0.73276
2        6.27961e-05        2.51184e-05        2.81286e-05             101325            1.11984        2.81286e-05             303.16                  0         0.00110367        6.75962e-07             54.485        4.73821e-07        1.10672e-16        4.50244e-14           0.222325        9.93256e-12         0.00015816        1.12428e-07        7.61372e-16        3.98957e-17        1.53879e-06          0.0445682         1.9237e-05        0.000166061        6.11177e-16        1.23997e-06         9.1756e-20            0.73276
3        8.79145e-05        2.51184e-05        2.80219e-05             101325            1.11559        2.80219e-05            304.312                  0         0.00148476        9.82832e-07            97.4649        6.90531e-07        2.09968e-16        3.67281e-14           0.222225        1.37765e-11        0.000216839        1.52029e-07        1.44471e-15        7.60603e-17        2.11178e-06          0.0445406        2.84012e-05         0.00022488        1.18036e-15        1.76542e-06        1.78966e-19            0.73276
4        0.000113033        2.51184e-05        2.78744e-05             101325            1.10972        2.78744e-05             305.92                  0         0.00202396        1.48771e-06            179.266         1.0161e-06        4.09366e-16        2.62261e-14           0.222084        1.93573e-11        0.000299228          2.069e-07        2.78668e-15        1.47663e-16        2.91595e-06          0.0445018        4.23504e-05        0.000305971         2.3258e-15        2.53559e-06        3.58557e-19            0.73276
5        0.000138151        2.51184e-05        2.76743e-05             101325            1.10175        2.76743e-05            308.128                  0         0.00277385        2.33467e-06            333.802        1.49558e-06        8.13999e-16        1.63569e-14            0.22189        2.74785e-11        0.000413162        2.82149e-07        5.41518e-15        2.89458e-16         4.0264e-06           0.044448        6.31511e-05        0.000416022        4.63507e-15        3.64378e-06        7.33561e-19            0.73276
6         0.00016327        2.51184e-05        2.74077e-05             101325            1.09114        2.74077e-05            311.118                  0         0.00380091         3.7912e-06            622.352        2.18971e-06        1.64484e-15        8.89789e-15           0.221627        3.94279e-11        0.000568524        3.84529e-07        1.05599e-14        5.71016e-16        5.53697e-06          0.0443745        9.36283e-05        0.000563167        9.31229e-15        5.21257e-06        1.53211e-18            0.73276
7        0.000188388        2.51184e-05        2.70596e-05             101325            1.07728        2.70596e-05            315.111                  0         0.00518767        6.36746e-06            1153.25         3.1785e-06        3.37909e-15        4.23686e-15           0.221274        5.73583e-11        0.000777565        5.23062e-07        2.06622e-14        1.13418e-15        7.56274e-06          0.0442753        0.000137555        0.000757107        1.88768e-14         7.3995e-06           3.28e-18            0.73276
8        0.000213507        2.51184e-05        2.66141e-05             101325            1.05955        2.66141e-05            320.372                  0         0.00703469        1.10649e-05            2114.16        4.56468e-06        7.08339e-15        1.83448e-15           0.220807        8.50131e-11         0.00105516        7.09972e-07        4.06687e-14         2.2754e-15        1.02419e-05          0.0441433        0.000199842         0.00100916         3.8746e-14        1.04022e-05          7.248e-18            0.73276
9        0.000238625        2.51184e-05        2.60565e-05             101325            1.03735        2.60565e-05             327.21                  0         0.00946205         1.9913e-05            3824.12        6.47639e-06        1.52349e-14        8.93039e-16           0.220197        1.29086e-10         0.00141894        9.62052e-07        8.08222e-14        4.63059e-15        1.37366e-05          0.0439699        0.000286694         0.00133224        8.09201e-14        1.44617e-05        1.66665e-17            0.73276
