# Time 9.5e-05
# eta = 0.002
# length = 0.00094874
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25566e-05        2.51133e-05        2.84195e-05             101325            1.13165        2.84195e-05                300                  0                  0                  0        7.17975e-21        1.10506e-14                  0        3.77291e-15           0.222598        2.02834e-14        3.58214e-11        6.70421e-14                  0                  0        2.57625e-13          0.0446421        3.45188e-13        4.31297e-11                  0        4.53506e-14                  0            0.73276
1        3.76699e-05        2.51133e-05        2.84195e-05             101325            1.13165        2.84195e-05                300                  0         3.6334e-10        1.52685e-09         0.00111868        4.33424e-14                  0        1.29334e-14           0.222598         7.1135e-14        1.38052e-10        2.59987e-13                  0                  0        9.96868e-13          0.0446421        1.35259e-12        1.66178e-10                  0         1.8081e-13                  0            0.73276
2        6.27832e-05        2.51133e-05        2.84195e-05             101325            1.13165        2.84195e-05                300                  0         1.3936e-09        5.32743e-09         0.00390337        1.94349e-13        6.85999e-23        5.06167e-14           0.222598         2.8528e-13        6.08469e-10        1.15067e-12        1.64869e-22        7.58808e-24        4.41188e-12          0.0446421        6.05688e-12        7.32276e-10        1.07018e-22         8.2267e-13        1.46473e-26            0.73276
3        8.78965e-05        2.51133e-05        2.84195e-05             101325            1.13165        2.84195e-05                300                  0        6.14528e-09        2.13793e-08          0.0156653        8.52137e-13        1.76822e-21        1.91454e-13           0.222598        1.11149e-12        2.61985e-09        4.96577e-12        5.18386e-21        2.69629e-22        1.90808e-11          0.0446421        2.65074e-11        3.15219e-09        3.22854e-21        3.65764e-12        5.81219e-25            0.73276
4         0.00011301        2.51133e-05        2.84195e-05             101325            1.13165        2.84195e-05                300                  0        2.64533e-08        8.32858e-08          0.0610346        3.61424e-12           2.03e-20        6.88463e-13           0.222598         4.1374e-12        1.08957e-08        2.06571e-11        6.06501e-20        3.15981e-21         7.9759e-11          0.0446421        1.12152e-10        1.31065e-08        3.78083e-20         1.5725e-11        6.81111e-24            0.73276
5        0.000138123        2.51133e-05        2.84194e-05             101325            1.13165        2.84194e-05            300.001                  0        1.09986e-07         3.0996e-07           0.227219          1.479e-11        2.20305e-19        2.33828e-12           0.222598        1.46262e-11        4.36449e-08        8.25606e-11        6.72979e-19        3.50716e-20        3.21361e-10           0.044642         4.5751e-10        5.24868e-08        4.20271e-19        6.51992e-11         7.5561e-23            0.73276
6        0.000163236        2.51133e-05        2.84191e-05             101325            1.13164        2.84191e-05            300.004                  0        4.40433e-07        1.09554e-06           0.803803        5.82515e-11         2.2276e-18        7.44578e-12           0.222598        4.88378e-11        1.67933e-07        3.16001e-10        7.00308e-18        3.65802e-19        1.24483e-09           0.044642        1.79491e-09        2.01897e-07        4.38176e-18        2.60055e-10          7.874e-22            0.73276
7         0.00018835        2.51133e-05        2.84182e-05             101325             1.1316        2.84182e-05            300.014                  0        1.69409e-06        3.65786e-06            2.69096        2.20227e-10          2.123e-17        2.20201e-11           0.222597        1.52854e-10        6.18821e-07        1.15404e-09        6.84969e-17        3.53956e-18        4.62274e-09          0.0446418        6.75363e-09        7.43744e-07        4.29706e-17        9.95095e-10        7.71096e-21            0.73276
8        0.000213463        2.51133e-05         2.8415e-05             101325            1.13147         2.8415e-05            300.048                  0        6.24024e-06        1.14543e-05            8.49601        7.96854e-10        1.79596e-16        5.97196e-11           0.222594        4.44096e-10         2.1765e-06        4.00446e-09        6.02159e-16        3.11542e-17        1.64049e-08          0.0446411        2.42974e-08        2.61499e-06        3.78895e-16        3.64184e-09        6.81178e-20            0.73276
9        0.000238576        2.51133e-05        2.84045e-05             101325            1.13105        2.84045e-05            300.159                  0        2.19391e-05         3.3362e-05            25.3507         2.7504e-09          1.345e-15        1.45894e-10           0.222585        1.18302e-09        7.27886e-06        1.31378e-08        4.72698e-15        2.44896e-16        5.54296e-08          0.0446388         8.3299e-08          8.742e-06        2.98741e-15        1.27045e-08        5.39218e-19            0.73276
10         0.00026369        2.51133e-05        2.83722e-05             101325            1.12977        2.83722e-05              300.5                  0        7.33387e-05        8.96657e-05            72.8323        9.02108e-09        8.69381e-15        3.12612e-10           0.222557        2.84041e-09         2.3043e-05        4.05133e-08        3.22964e-14        1.67776e-15        1.77559e-07          0.0446316        2.71083e-07        2.76632e-05        2.05498e-14        4.20786e-08        3.74673e-18            0.73276
11        0.000288803        2.51133e-05        2.82794e-05             101325            1.12607        2.82794e-05            301.486                  0        0.000232071        0.000221322            211.213        2.79845e-08        4.68992e-14        5.63535e-10           0.222477        5.99635e-09        6.86742e-05        1.16566e-07        1.85613e-13        9.69836e-15        5.36353e-07          0.0446109        8.33525e-07        8.24035e-05        1.19483e-13        1.31685e-07        2.23102e-17            0.73276
12        0.000313916        2.51133e-05        2.80341e-05             101325            1.11631        2.80341e-05            304.123                  0        0.000691394        0.000504272            655.079        8.15771e-08        2.01942e-13        7.99647e-10            0.22226        1.07283e-08        0.000191257        3.09899e-07         8.5477e-13        4.52072e-14        1.51676e-06          0.0445553        2.40649e-06        0.000229363        5.62303e-13        3.86855e-07         1.1077e-16            0.73276
13        0.000339029        2.51133e-05         2.7453e-05             101325            1.09317         2.7453e-05             310.56                  0         0.00192544         0.00107924            2151.72        2.21318e-07        6.58211e-13        8.07941e-10           0.221727        1.54255e-08        0.000492443        7.51316e-07        2.93862e-12        1.59356e-13         3.9729e-06          0.0444185        6.46426e-06        0.000590156         2.0159e-12        1.05655e-06        4.45723e-16            0.73276
14        0.000364143        2.51133e-05        2.62675e-05             101325            1.04596        2.62675e-05            324.573                  0         0.00496081         0.00216758            6751.82        5.50836e-07        1.55535e-12        5.19568e-10           0.220556        1.67301e-08         0.00115428        1.63404e-06        6.89557e-12        3.92298e-13        9.48965e-06          0.0441176        1.59382e-05         0.00138218        5.11798e-12        2.64435e-06        1.43269e-15            0.73276
15        0.000389256        2.51133e-05        2.42894e-05             101325           0.967195        2.42894e-05            350.998                  0          0.0116505         0.00377523              18549        1.23585e-06        2.75075e-12        2.11697e-10            0.21832        1.33957e-08         0.00241873        3.14326e-06        1.05474e-11        6.50188e-13        2.02864e-05          0.0435423        3.54783e-05         0.00289332        8.97909e-12         5.9577e-06         3.9696e-15            0.73276
16        0.000414369        2.51133e-05        2.16735e-05             101325           0.863028        2.16735e-05             393.35                  0          0.0244984         0.00510713            45663.2         2.4699e-06        4.80957e-12        6.74845e-11           0.214675        9.56002e-09         0.00448006        5.34848e-06        1.30992e-11        9.06013e-13        3.83416e-05          0.0426034        7.05171e-05         0.00535244        1.40111e-11        1.19281e-05        1.32563e-14            0.73276
17        0.000439483        2.51133e-05        1.88715e-05             101325           0.751455        1.88715e-05            451.729                  0          0.0455732         0.00604941             107654        4.41453e-06        1.37321e-11        3.24043e-11           0.209551        1.05466e-08         0.00738037        8.21342e-06        2.40681e-11        1.88032e-12        6.44116e-05          0.0412805        0.000125685         0.00880447         3.4719e-11        2.12847e-05        6.66372e-14            0.73276
18        0.000464596        2.51133e-05        1.62843e-05             101325           0.648435        1.62843e-05            523.459                  0          0.0753345          0.0109874             243106        7.17875e-06        5.38146e-11        6.57314e-11           0.203108        2.04526e-08          0.0110286        1.17053e-05        6.77781e-11        5.69859e-12        9.80647e-05           0.039614        0.000204306          0.0131343        1.24129e-10        3.44262e-05        3.59829e-13            0.73276
19        0.000489709        2.51133e-05        1.40915e-05             101325           0.561119        1.40915e-05            604.858                  0           0.112732          0.0331334             523919        1.08365e-05        1.99483e-10        2.44857e-10           0.195609        4.40588e-08           0.015277        1.58466e-05        1.94045e-10        1.68543e-11          0.0001383          0.0376702        0.000308879          0.0181588        4.28229e-10        5.14908e-05         1.6642e-12           0.732759
20        0.000514822        2.51133e-05        1.23087e-05             101325           0.490128        1.23087e-05            692.385                  0           0.156058           0.101486        1.09333e+06        1.54475e-05        6.47092e-10        9.37541e-10           0.187328        8.75713e-08           0.019972        2.07056e-05        5.01936e-10        4.37908e-11        0.000184016          0.0355182        0.000441629          0.0236886        1.29411e-09         7.2435e-05        6.43876e-12           0.732759
