# Time 0.00088
# eta = 0.002
# length = -6.32072e-06
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25592e-05        2.51184e-05        2.82933e-05             101325             1.1264        2.82933e-05            301.397                  0                  0                  0                  0        1.54987e-07        2.76067e-17        1.71662e-13           0.222478        4.25968e-12        6.87423e-05        5.23537e-08        1.47435e-16        7.67019e-18        6.63037e-07          0.0446102        5.89469e-06        7.55686e-05        1.12146e-16        4.53784e-07        1.70549e-20            0.73276
1        3.76776e-05        2.51184e-05        2.82445e-05             101325            1.12446        2.82445e-05            301.918                  0        0.000685926        3.78505e-07            21.7576        2.21231e-07         4.7959e-17        1.93232e-13           0.222434        5.88509e-12        9.45228e-05        7.14018e-08        2.69009e-16        1.40245e-17        9.13369e-07          0.0445982        8.48711e-06        0.000103385        2.06361e-16        6.38329e-07        3.14783e-20            0.73276
2        6.27959e-05        2.51184e-05        2.81783e-05             101325            1.12182        2.81783e-05            302.626                  0        0.000905544         5.2411e-07            37.3628        3.23203e-07        8.56871e-17        1.83594e-13           0.222373        8.16264e-12        0.000129903        9.68141e-08        5.14934e-16        2.69264e-17        1.25892e-06          0.0445817         1.2569e-05         0.00014084        4.00393e-16        9.10845e-07        6.13115e-20            0.73276
3        8.79143e-05        2.51184e-05        2.80822e-05             101325            1.11799        2.80822e-05            303.661                  0         0.00124055        7.72227e-07            69.1395        4.86041e-07        1.60569e-16        1.53468e-13           0.222283        1.15882e-11        0.000181877        1.33438e-07        1.02445e-15        5.38005e-17        1.76828e-06          0.0445574        1.91933e-05        0.000194999        8.10504e-16        1.33316e-06        1.25067e-19            0.73276
4        0.000113033        2.51184e-05        2.79461e-05             101325            1.11258        2.79461e-05            305.137                  0         0.00172802        1.18933e-06            132.524        7.38258e-07        3.14042e-16        1.12666e-13           0.222155        1.66723e-11        0.000256484        1.85239e-07        2.07345e-15         1.0955e-16        2.50099e-06          0.0445224        2.96077e-05        0.000271496        1.67506e-15        1.96946e-06        2.62213e-19            0.73276
5        0.000138151        2.51184e-05        2.77578e-05             101325            1.10508        2.77578e-05            307.204                  0         0.00242161         1.9022e-06            257.654        1.12042e-06        6.35692e-16        7.23248e-14           0.221975        2.41999e-11          0.0003616        2.57467e-07        4.21755e-15        2.24687e-16        3.53434e-06           0.044473        4.56167e-05        0.000377434        3.49279e-15        2.90821e-06         5.5996e-19            0.73276
6        0.000163269        2.51184e-05        2.75028e-05             101325            1.09493        2.75028e-05            310.047                  0         0.00338994        3.15023e-06            500.907         1.6888e-06        1.31975e-15        4.04205e-14           0.221726        3.54264e-11        0.000507264        3.57054e-07          8.575e-15        4.61951e-16        4.96611e-06          0.0444044        6.97664e-05        0.000521526        7.31418e-15        4.26827e-06         1.2161e-18            0.73276
7        0.000188388        2.51184e-05        2.71647e-05             101325            1.08147        2.71647e-05            313.898                  0         0.00471891        5.39749e-06            964.946        2.51957e-06        2.79473e-15         1.9591e-14           0.221388        5.24494e-11        0.000706011        4.93219e-07        1.74154e-14        9.52084e-16        6.91739e-06          0.0443106        0.000105559        0.000714203        1.53881e-14         6.2057e-06        2.69605e-18            0.73276
8        0.000213506        2.51184e-05        2.67266e-05             101325            1.06403        2.67266e-05            319.032                  0         0.00651372        9.56877e-06            1831.95        3.71293e-06        6.03546e-15        8.28542e-15           0.220935        7.89279e-11        0.000973146        6.78382e-07         3.5422e-14        1.97347e-15        9.53441e-06          0.0441841         0.00015768        0.000967633        3.26481e-14        8.91987e-06         6.1464e-18            0.73276
9        0.000238625        2.51184e-05        2.61725e-05             101325            1.04197        2.61725e-05            325.771                  0         0.00890032        1.75651e-05            3417.48        5.39671e-06        1.33432e-14        3.23069e-15           0.220337        1.21445e-10         0.00132688        9.29504e-07         7.2449e-14        4.13342e-15        1.29892e-05          0.0440162        0.000232199         0.00129561         7.0223e-14        1.26579e-05        1.45369e-17            0.73276
10        0.000263743        2.51184e-05        2.54894e-05             101325            1.01477        2.54894e-05            334.478                  0          0.0120255        3.34137e-05            6256.27        7.72817e-06        3.03398e-14        1.60629e-15           0.219561          1.921e-10         0.00178827        1.27005e-06        1.49605e-13        8.78654e-15         1.7478e-05          0.0437966        0.000336707         0.00171326        1.53907e-13        1.77157e-05        3.59544e-17            0.73276
11        0.000288861        2.51184e-05        2.46703e-05             101325           0.982163        2.46703e-05            345.549                  0          0.0160554        6.58811e-05            11237.4        1.08932e-05         7.1181e-14        2.09522e-15           0.218568        3.13407e-10         0.00238084        1.73275e-06        3.12645e-13        1.90027e-14        2.32181e-05          0.0435139         0.00048032         0.00223662        3.44819e-13        2.44341e-05         9.3447e-17            0.73276
12         0.00031398        2.51184e-05        2.37168e-05             101325             0.9442        2.37168e-05            359.396                  0          0.0211718        0.000134463              19816        1.51019e-05        1.72248e-13        5.68993e-15           0.217318        5.27351e-10          0.0031299        2.36325e-06        6.60979e-13        4.17781e-14        3.04418e-05          0.0431556        0.000673508         0.00288202        7.89828e-13        3.31886e-05        2.55161e-16            0.73276
13        0.000339098        2.51184e-05        2.26399e-05             101325           0.901327        2.26399e-05            376.427                  0          0.0275665         0.00028304            34345.2        2.05802e-05        4.28123e-13        1.93055e-14           0.215769        9.11559e-10         0.00406162        3.22474e-06        1.40877e-12        9.29538e-14        3.93897e-05          0.0427089         0.00092772         0.00366543         1.8433e-12        4.43737e-05        7.27545e-16            0.73276
14        0.000364216        2.51184e-05        2.14608e-05             101325           0.854385        2.14608e-05            397.023                  0          0.0354339        0.000610494            58597.1        2.75585e-05         1.0851e-12        7.28871e-14            0.21388        1.60667e-09         0.00520182        4.40341e-06        3.00843e-12        2.07696e-13        5.03033e-05          0.0421611         0.00125484         0.00460181        4.35512e-12        5.83826e-05        2.14247e-15            0.73276
