# Time 0.000845
# eta = 0.002
# length = 4.20919e-05
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25592e-05        2.51184e-05        2.83033e-05             101325             1.1268        2.83033e-05            301.291                  0                  0                  0       8.69556e-322        1.33061e-07        2.70623e-17        2.51163e-13           0.222488        3.91474e-12        6.33063e-05        4.90217e-08         1.2445e-16        6.47145e-18        6.08444e-07          0.0446128        4.97729e-06        7.02118e-05         9.3721e-17        4.00574e-07        1.43594e-20            0.73276
1        3.76775e-05        2.51184e-05        2.82575e-05             101325            1.12497        2.82575e-05            301.779                  0        0.000634537        3.44215e-07            18.7703        1.91068e-07        4.64174e-17        2.83783e-13           0.222446        5.43208e-12        8.73833e-05        6.70814e-08        2.29215e-16        1.19431e-17        8.41726e-07          0.0446016        7.21308e-06        9.64453e-05        1.74067e-16        5.66396e-07        2.67367e-20            0.73276
2        6.27959e-05        2.51184e-05        2.81944e-05             101325            1.12246        2.81944e-05            302.453                  0        0.000841225        4.77782e-07            32.4641        2.81889e-07         8.1384e-17        2.71466e-13           0.222388        7.59144e-12        0.000120908        9.15059e-08        4.45604e-16        2.32852e-17        1.16882e-06           0.044586        1.07957e-05        0.000132328        3.42955e-16        8.15269e-07        5.28497e-20            0.73276
3        8.79143e-05        2.51184e-05        2.81019e-05             101325            1.11878        2.81019e-05            303.448                  0         0.00116058        7.07678e-07            60.8459        4.28626e-07        1.49783e-16        2.28969e-13           0.222302        1.08724e-11        0.000170636        1.27032e-07        9.02429e-16        4.73536e-17         1.6561e-06          0.0445627        1.66812e-05        0.000184771        7.06545e-16        1.20522e-06        1.09646e-19            0.73276
4        0.000113033        2.51184e-05        2.79699e-05             101325            1.11353        2.79699e-05            304.878                  0         0.00162999        1.09706e-06            118.431        6.58297e-07        2.89691e-16        1.69844e-13           0.222178        1.57811e-11        0.000242588        1.77652e-07        1.85936e-15         9.8143e-17        2.36321e-06          0.0445291        2.60369e-05        0.000259494         1.4861e-15         1.7984e-06        2.33794e-19            0.73276
5        0.000138151        2.51184e-05         2.7786e-05             101325             1.1062         2.7786e-05            306.893                  0         0.00230342        1.76677e-06            233.944        1.00976e-06         5.8521e-16        1.10246e-13           0.222003        2.30958e-11        0.000344647         2.4866e-07        3.84613e-15        2.04667e-16        3.36807e-06          0.0444812        4.05719e-05        0.000363745        3.15041e-15        2.68124e-06        5.07206e-19            0.73276
6        0.000163269        2.51184e-05        2.75352e-05             101325            1.09622        2.75352e-05            309.684                  0         0.00325017        2.94646e-06            461.823        1.53749e-06        1.22132e-15        6.22965e-14           0.221759        3.40611e-11        0.000486902        3.47049e-07        7.94029e-15        4.27207e-16        4.76975e-06          0.0444143        6.27247e-05        0.000506445        6.69736e-15        3.97088e-06        1.11738e-18            0.73276
7        0.000188388        2.51184e-05         2.7201e-05             101325            1.08291         2.7201e-05            313.481                  0         0.00455734        5.08398e-06             902.33        2.31593e-06        2.60979e-15        3.04869e-14           0.221426        5.07556e-11         0.00068199        4.82112e-07        1.63479e-14        8.92461e-16        6.69146e-06          0.0443224        9.58863e-05        0.000698306        1.42821e-14        5.82229e-06        2.50901e-18            0.73276
8        0.000213506        2.51184e-05        2.67658e-05             101325            1.06559        2.67658e-05            318.567                  0         0.00633191        9.07693e-06            1735.08        3.44398e-06        5.69363e-15         1.2956e-14           0.220979        7.68093e-11        0.000945375        6.66343e-07        3.36536e-14        1.87216e-15        9.28241e-06          0.0441979        0.000144639        0.000951835        3.06683e-14        8.43488e-06        5.78555e-18            0.73276
9        0.000238624        2.51184e-05        2.62132e-05             101325            1.04359        2.62132e-05            325.267                  0         0.00870209        1.67805e-05            3273.55        5.04879e-06        1.27123e-14        4.95446e-15           0.220386        1.18766e-10         0.00129548        9.16775e-07         6.9564e-14         3.9629e-15        1.27183e-05          0.0440319        0.000214977         0.00128119        6.66761e-14        1.20574e-05        1.38251e-17            0.73276
10        0.000263743        2.51184e-05        2.55298e-05             101325            1.01638        2.55298e-05            333.952                  0          0.0118173        3.21448e-05            6051.95        7.28807e-06        2.91699e-14        2.15445e-15           0.219613        1.88685e-10         0.00175361        1.25693e-06         1.4499e-13        8.50347e-15        1.71999e-05          0.0438142         0.00031446         0.00170186        1.47547e-13        1.69892e-05        3.45201e-17            0.73276
11        0.000288861        2.51184e-05        2.47085e-05             101325           0.983683        2.47085e-05            345.021                  0          0.0158465        6.38134e-05            10961.9        1.03495e-05        6.90068e-14        2.24115e-15           0.218623        3.09079e-10         0.00234357        1.71959e-06        3.05494e-13        1.85451e-14        2.29487e-05          0.0435331        0.000452239         0.00223016        3.33464e-13        2.35766e-05        9.05237e-17            0.73276
12        0.000313979        2.51184e-05        2.37506e-05             101325           0.945547        2.37506e-05            358.892                  0          0.0209741        0.000131103            19466.2        1.44463e-05        1.68247e-13        5.72168e-15           0.217372        5.22063e-10         0.00309093        2.35046e-06        6.50568e-13        4.10802e-14        3.02009e-05           0.043176        0.000638897          0.0028826        7.69913e-13        3.22024e-05        2.49286e-16            0.73276
13        0.000339098        2.51184e-05        2.26677e-05             101325           0.902437        2.26677e-05            375.974                  0          0.0273937        0.000277713            33933.4        1.98089e-05        4.21068e-13        1.93666e-14           0.215821        9.05738e-10         0.00402207        3.21287e-06        1.39551e-12        9.20184e-14        3.91999e-05            0.04273        0.000886071         0.00367517        1.80987e-12        4.32695e-05        7.16517e-16            0.73276
14        0.000364216        2.51184e-05        2.14816e-05             101325           0.855215        2.14816e-05             396.65                  0          0.0353009         0.00060256            58162.8        2.66732e-05        1.07365e-12        7.33245e-14           0.213928        1.60195e-09         0.00516297         4.3932e-06        2.99678e-12        2.06827e-13        5.01885e-05          0.0421823         0.00120589         0.00462264        4.30397e-12        5.71797e-05        2.12564e-15            0.73276
15        0.000389335        2.51184e-05        2.02218e-05             101325           0.805061        2.02218e-05            421.248                  0          0.0448842         0.00132697            98218.9        3.52673e-05        2.76854e-12        2.98396e-13           0.211654        2.85972e-09         0.00653803        6.00699e-06        6.39303e-12        4.61975e-13        6.34036e-05          0.0415208         0.00161034         0.00573813        1.02695e-11        7.43119e-05        6.42079e-15            0.73276
16        0.000414453        2.51184e-05        1.89224e-05             101325           0.753329        1.89224e-05            450.028                  0          0.0563178         0.00293401             163771        4.57998e-05        7.19233e-12        1.26951e-12           0.208965        5.09733e-09         0.00816921        8.20506e-06        1.34445e-11        1.01538e-12        7.90737e-05          0.0407346         0.00211057         0.00703281        2.43894e-11        9.50028e-05        1.95157e-14            0.73276
17        0.000439571        2.51184e-05        1.76173e-05             101325           0.701373        1.76173e-05            483.173                  0          0.0697562         0.00644012             270281        5.84512e-05        1.88578e-11        5.50976e-12           0.205831        8.98461e-09          0.0100755        1.11795e-05        2.77132e-11        2.17881e-12        9.74223e-05          0.0398142         0.00271649           0.008516        5.73201e-11        0.000119535        5.93693e-14            0.73276
18         0.00046469        2.51184e-05        1.63372e-05             101325           0.650407        1.63372e-05            520.789                  0          0.0853325          0.0138906             442652        7.33712e-05        5.03216e-11        2.39504e-11           0.202228        1.55576e-08          0.0122729        1.51685e-05         5.5928e-11        4.54927e-12        0.000118675          0.0387517         0.00343651          0.0101955        1.33128e-10        0.000148129        1.81688e-13            0.73276
19        0.000489808        2.51184e-05        1.51063e-05             101325           0.601404        1.51063e-05            562.916                  0           0.103159          0.0292254             721683        9.06794e-05        1.38118e-10        1.02909e-10           0.198134        2.64391e-08          0.0147747        2.04608e-05        1.11285e-10         9.2845e-12        0.000143071          0.0375402         0.00427753          0.0120779        3.07082e-10        0.000180948        5.67903e-13            0.73276
