# Time 0.00092
# eta = 0.002
# length = -6.17817e-05
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25592e-05        2.51184e-05        2.82822e-05             101325            1.12596        2.82822e-05            301.516                  0                  0                  0                  0        1.81965e-07        2.91406e-17        1.08659e-13           0.222468        4.64703e-12        7.48678e-05        5.59945e-08        1.75567e-16        9.13861e-18        7.24427e-07          0.0446073        7.04388e-06        8.14457e-05        1.35053e-16        5.17123e-07        2.03677e-20            0.73276
1        3.76776e-05        2.51184e-05        2.82301e-05             101325            1.12388        2.82301e-05            302.072                  0        0.000743083        4.17798e-07            25.3313        2.58127e-07        5.11691e-17        1.21829e-13            0.22242        6.39225e-12        0.000102551        7.61102e-08        3.17329e-16        1.65541e-17        9.93682e-07          0.0445944        1.00726e-05        0.000110978        2.46196e-16        7.23571e-07        3.72643e-20            0.73276
2         6.2796e-05        2.51184e-05        2.81604e-05             101325            1.12111        2.81604e-05            302.818                  0        0.000976894         5.7721e-07            43.1833        3.73233e-07        9.27198e-17        1.14929e-13           0.222356        8.79839e-12        0.000139974        1.02569e-07        5.97953e-16         3.1291e-17        1.35933e-06          0.0445769        1.47511e-05        0.000150099        4.70278e-16        1.02319e-06        7.15061e-20            0.73276
3        8.79144e-05        2.51184e-05        2.80604e-05             101325            1.11712        2.80604e-05            303.896                  0         0.00132883        8.46015e-07            78.8724        5.54725e-07        1.75697e-16         9.5182e-14           0.222262        1.23789e-11        0.000194393        1.40333e-07         1.1681e-15        6.14003e-17        1.89232e-06          0.0445514        2.22439e-05        0.000206037        9.34917e-16        1.48203e-06        1.43359e-19            0.73276
4        0.000113033        2.51184e-05          2.792e-05             101325            1.11154          2.792e-05            305.422                  0         0.00183554         1.2943e-06            148.805        8.32688e-07        3.45069e-16        6.91338e-14           0.222129        1.76488e-11        0.000271862        1.93332e-07        2.32103e-15        1.22762e-16        2.65195e-06           0.044515        3.38839e-05        0.000284327        1.89731e-15        2.16635e-06        2.95373e-19            0.73276
5        0.000138151        2.51184e-05        2.77272e-05             101325            1.10386        2.77272e-05            307.541                  0         0.00255031        2.05521e-06            284.577        1.24944e-06        6.96213e-16        4.38824e-14           0.221944        2.53999e-11        0.000380245        2.66769e-07        4.63959e-15        2.47475e-16        3.71477e-06           0.044464         5.1576e-05        0.000391918        3.88871e-15        3.16656e-06        6.20535e-19            0.73276
6         0.00016327        2.51184e-05        2.74678e-05             101325            1.09353        2.74678e-05            310.441                  0         0.00354101        3.37857e-06            544.508        1.86303e-06        1.43325e-15        2.42575e-14            0.22169        3.68994e-11        0.000529524        3.67506e-07        9.28437e-15        5.00859e-16        5.17714e-06          0.0443936        7.79753e-05        0.000537302        8.01627e-15        4.60315e-06        1.32778e-18            0.73276
7        0.000188388        2.51184e-05        2.71258e-05             101325            1.07992        2.71258e-05            314.346                  0         0.00489223        5.74566e-06            1033.58        2.75125e-06        3.00266e-15        1.16526e-14           0.221346        5.42652e-11        0.000732128        5.04689e-07        1.85906e-14        1.01786e-15        7.15788e-06          0.0442977        0.000116694        0.000730626        1.66291e-14        6.63299e-06         2.9048e-18            0.73276
8        0.000213506        2.51184e-05        2.66849e-05             101325            1.06236        2.66849e-05            319.529                  0          0.0067074          1.011e-05            1936.33        4.01547e-06        6.41327e-15        4.92569e-15           0.220888        8.11876e-11          0.0010032        6.90659e-07        3.73426e-14        2.08376e-15        9.80013e-06          0.0441692        0.000172512        0.000983722        3.48411e-14        9.45506e-06        6.54423e-18            0.73276
9        0.000238625        2.51184e-05        2.61292e-05             101325            1.04024        2.61292e-05            326.306                  0         0.00911018        1.84208e-05            3570.03        5.78389e-06        1.40319e-14        2.00466e-15           0.220285        1.24291e-10         0.00136073        9.42309e-07        7.55447e-14        4.31683e-15        1.32721e-05          0.0439992        0.000251566         0.00131002        7.41075e-14        1.33145e-05        1.53131e-17            0.73276
10        0.000263743        2.51184e-05        2.54466e-05             101325            1.01307        2.54466e-05            335.035                  0          0.0122447        3.47857e-05            6469.35          8.213e-06        3.16046e-14        1.22208e-15           0.219505        1.95715e-10         0.00182552        1.28305e-06        1.54504e-13        9.08771e-15        1.77658e-05          0.0437777        0.000361458         0.00172432        1.60801e-13        1.85032e-05        3.75026e-17            0.73276
