# Time 3e-05
# eta = 0.002
# length = 0.000975436
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25563e-05        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0                  0                  0       5.11713e-310        6.22995e-20        1.19368e-27        1.03216e-19           0.222598        1.07379e-18        2.59383e-16        3.25504e-19        3.18737e-27        5.08713e-29        1.23624e-18          0.0446421        1.84656e-18        3.14302e-16        2.32544e-27        1.45981e-19        3.82318e-31            0.73276
1        3.76689e-05        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        2.62881e-15        8.04829e-14        5.89554e-08        4.48152e-19        1.15292e-26        7.09881e-19           0.222598        7.45784e-18         1.8513e-15        2.39051e-18        3.23477e-26        6.18438e-28        8.93842e-18          0.0446421        1.33416e-17        2.24282e-15        2.33888e-26        1.08962e-18        4.13807e-30            0.73276
2        6.27815e-05        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        1.87252e-14        5.57898e-13        4.08682e-07        3.52701e-18        1.21324e-25        5.33509e-18           0.222598        5.66046e-17        1.44547e-14        1.91843e-17        3.56164e-25        8.07893e-27        7.06969e-17          0.0446421        1.05451e-16        1.75079e-14        2.55004e-25        8.88244e-18        4.85137e-29            0.73276
3        8.78941e-05        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        1.46211e-13        4.23515e-12        3.10253e-06        2.72366e-17        1.27341e-24        3.91322e-17           0.222598        4.19689e-16        1.10652e-13        1.51121e-16        3.91259e-24        1.05627e-25        5.48812e-16          0.0446421        8.18018e-16        1.33995e-13        2.76897e-24        7.11302e-17        5.69297e-28            0.73276
4        0.000113007        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        1.11909e-12        3.13999e-11        2.30039e-05        2.05612e-16        1.32772e-23        2.78734e-16           0.222598        3.02508e-15        8.27256e-13        1.16416e-15        4.27829e-23        1.38134e-24        4.16619e-15          0.0446421        6.20492e-15        1.00152e-12        2.98566e-23        5.57589e-16        6.67928e-27            0.73276
5        0.000138119        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        8.36505e-12        2.26317e-10        0.000165819        1.51428e-15         1.3687e-22         1.9215e-15           0.222598        2.11269e-14        6.02693e-12        8.75125e-15          4.647e-22        1.80691e-23        3.08673e-14          0.0446421        4.59291e-14        7.29449e-12        3.18716e-22        4.27016e-15        7.83057e-26            0.73276
6        0.000163232        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        6.09312e-11        1.58049e-09         0.00115819        1.08552e-14        1.38571e-21        1.27686e-14           0.222598        1.42378e-13        4.26826e-11        6.40361e-14        5.00265e-21        2.36426e-22        2.22729e-13          0.0446421        3.30994e-13        5.16434e-11        3.35588e-21        3.18755e-14         9.1713e-25            0.73276
7        0.000188344        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        4.31418e-10        1.06506e-08         0.00780716        7.55446e-14        1.52049e-20        8.13912e-14           0.222598        9.26035e-13        2.92991e-10        4.54796e-13        5.75469e-20        3.09727e-21         1.5571e-12          0.0446421        2.31621e-12        3.54382e-10        3.79298e-20        2.31317e-13        1.11926e-23            0.73276
8        0.000213457        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        2.96072e-09        6.92681e-08           0.050807        5.08837e-13        1.97215e-19        4.94673e-13           0.222598        5.77599e-12        1.94293e-09         3.1243e-12        7.50332e-19        4.06399e-20        1.05234e-11          0.0446421        1.56898e-11        2.34918e-09        4.94031e-19        1.62687e-12        1.46699e-22            0.73276
9         0.00023857        2.51126e-05        2.84187e-05             101325            1.13165        2.84187e-05                300                  0        1.96284e-08        4.32024e-07           0.317353        3.30538e-12        2.63534e-18        2.84466e-12           0.222598        3.42777e-11        1.23983e-08        2.06752e-11        9.94312e-18        5.32787e-19          6.856e-11          0.0446421        1.02507e-10        1.49844e-08        6.56017e-18        1.10485e-11        1.92589e-21            0.73276
