# Time 0.00097
# eta = 0.002
# length = -0.000131283
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25592e-05        2.51184e-05        2.82688e-05             101325            1.12542        2.82688e-05            301.659                  0                  0                  0              1e-32        2.18275e-07        3.22587e-17        5.94067e-14           0.222455        5.11741e-12        8.23547e-05        6.02752e-08        2.13031e-16        1.10962e-17        7.99106e-07          0.0446037        8.62119e-06        8.83903e-05        1.66127e-16        5.99331e-07        2.48013e-20            0.73276
1        3.76776e-05        2.51184e-05        2.82127e-05             101325            1.12319        2.82127e-05            302.258                  0        0.000811818        4.66647e-07            29.9688         3.0748e-07        5.70438e-17        6.63042e-14           0.222404         7.0062e-12        0.000112341        8.16309e-08        3.81156e-16        1.98989e-17        1.09107e-06          0.0445897        1.22336e-05        0.000119924          2.998e-16         8.3368e-07        4.49518e-20            0.73276
2         6.2796e-05        2.51184e-05         2.8139e-05             101325            1.12025         2.8139e-05            303.049                  0         0.00106248        6.43258e-07            50.6824        4.39424e-07        1.04117e-16        6.20438e-14           0.222335        9.56347e-12        0.000152206        1.09278e-07        7.06036e-16        3.69802e-17        1.48034e-06          0.0445711        1.76895e-05        0.000160944        5.62985e-16        1.16705e-06        8.48732e-20            0.73276
3        8.79145e-05        2.51184e-05        2.80344e-05             101325            1.11609        2.80344e-05            304.177                  0         0.00143421        9.37571e-07            91.2492        6.44398e-07        1.97868e-16        5.08526e-14           0.222237        1.33233e-11         0.00020951        1.48307e-07        1.35185e-15         7.1135e-17        2.04059e-06          0.0445442        2.62924e-05        0.000218863        1.09711e-15        1.67062e-06        1.66957e-19            0.73276
4        0.000113033        2.51184e-05        2.78891e-05             101325            1.11031        2.78891e-05            305.759                  0         0.00196307        1.42388e-06            169.166        9.54239e-07        3.87286e-16        3.65044e-14           0.222099        1.88055e-11        0.000290319        2.02604e-07         2.6318e-15        1.39373e-16        2.83071e-06          0.0445061        3.94729e-05        0.000299094        2.18177e-15         2.4128e-06        3.37425e-19            0.73276
5        0.000138151        2.51184e-05        2.76913e-05             101325            1.10243        2.76913e-05            307.939                  0         0.00270186        2.24276e-06            317.632        1.41316e-06        7.74395e-16        2.28899e-14           0.221908        2.68098e-11         0.00040248        2.77308e-07        5.15957e-15        2.75607e-16        3.92629e-06          0.0444532        5.92473e-05        0.000408405        4.38643e-15        3.48607e-06        6.96071e-19            0.73276
6         0.00016327        2.51184e-05         2.7427e-05             101325            1.09191         2.7427e-05            310.901                  0         0.00371752        3.65608e-06            597.027         2.0811e-06        1.57477e-15        1.25101e-14           0.221647        3.86174e-11        0.000555907        3.79207e-07        1.01432e-14        5.48069e-16        5.42199e-06          0.0443807        8.83888e-05        0.000555045        8.88415e-15         5.0124e-06        1.46486e-18            0.73276
7        0.000188388        2.51184e-05        2.70808e-05             101325            1.07812        2.70808e-05            314.866                  0         0.00509322         6.1648e-06             1114.7        3.03742e-06        3.25578e-15        5.96598e-15           0.221297        5.63697e-11        0.000762907         5.1736e-07        1.99908e-14        1.09643e-15        7.43405e-06          0.0442825        0.000130623        0.000748849        1.81399e-14        7.14923e-06        3.15739e-18            0.73276
8        0.000213507        2.51184e-05        2.66367e-05             101325            1.06044        2.66367e-05            320.103                  0         0.00693043        1.07552e-05            2057.43        4.38452e-06        6.86559e-15        2.54965e-15           0.220833        8.37933e-11         0.00103844        7.04026e-07        3.95985e-14        2.21365e-15        1.01022e-05          0.0441516        0.000190822          0.0010013        3.74747e-14        1.00947e-05        7.01949e-18            0.73276
9        0.000238625        2.51184e-05        2.60796e-05             101325            1.03827        2.60796e-05            326.922                  0          0.0093503        1.94313e-05            3743.83        6.25061e-06        1.48462e-14        1.14806e-15           0.220225         1.2756e-10         0.00140026         9.5603e-07        7.91349e-14        4.53013e-15        1.35905e-05          0.0439793        0.000275175         0.00132545        7.87157e-14        1.40913e-05        1.62296e-17            0.73276
