# Time 0.000855
# eta = 0.002
# length = 2.82715e-05
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25592e-05        2.51184e-05        2.83004e-05             101325            1.12668        2.83004e-05            301.322                  0                  0                  0       5.11713e-310        1.39158e-07        2.71391e-17        2.25715e-13           0.222485        4.01375e-12        6.48653e-05        4.99869e-08        1.30848e-16        6.80504e-18        6.24106e-07           0.044612        5.23077e-06        7.17614e-05        9.88225e-17        4.15544e-07        1.51087e-20            0.73276
1        3.76775e-05        2.51184e-05        2.82538e-05             101325            1.12483        2.82538e-05            301.819                  0        0.000649338         3.5399e-07            19.6085        1.99473e-07        4.67307e-17        2.54749e-13           0.222442        5.56225e-12        8.94325e-05         6.8334e-08        2.40323e-16         1.2524e-17        8.62303e-07          0.0446006        7.56592e-06         9.8455e-05        1.83034e-16        5.86666e-07        2.80582e-20            0.73276
2        6.27959e-05        2.51184e-05        2.81898e-05             101325            1.12228        2.81898e-05            302.503                  0        0.000859767        4.90988e-07             33.842        2.93443e-07         8.2423e-17        2.43206e-13           0.222383        7.75591e-12        0.000123493        9.30478e-08        4.65057e-16        2.43065e-17        1.19475e-06          0.0445847        1.12888e-05        0.000134798        3.58984e-16         8.4228e-07         5.5219e-20            0.73276
3        8.79143e-05        2.51184e-05        2.80962e-05             101325            1.11855        2.80962e-05            303.509                  0         0.00118368        7.26097e-07            63.1891        4.44752e-07        1.52605e-16        2.04591e-13           0.222296        1.10791e-11        0.000173874        1.28898e-07        9.36876e-16        4.91728e-17        1.68848e-06          0.0445612         1.7383e-05        0.000187747        7.35731e-16         1.2415e-06        1.13989e-19            0.73276
4        0.000113033        2.51184e-05         2.7963e-05             101325            1.11325         2.7963e-05            304.953                  0         0.00165837        1.12343e-06            122.435        6.80857e-07        2.96341e-16        1.51296e-13           0.222171        1.60392e-11        0.000246599        1.79868e-07        1.92019e-15        1.01382e-16        2.40311e-06          0.0445272        2.70394e-05        0.000262998        1.53948e-15        1.84711e-06        2.41844e-19            0.73276
5        0.000138151        2.51184e-05        2.77778e-05             101325            1.10588        2.77778e-05            306.983                  0         0.00233772        1.80558e-06            240.722        1.04112e-06        5.99342e-16        9.78827e-14           0.221995        2.34165e-11        0.000349552        2.51241e-07        3.95232e-15        2.10388e-16        3.41638e-06          0.0444788         4.1995e-05        0.000367757        3.24771e-15        2.74611e-06        5.22235e-19            0.73276
6        0.000163269        2.51184e-05        2.75257e-05             101325            1.09584        2.75257e-05            309.789                  0         0.00329085        3.00502e-06            473.066        1.58056e-06         1.2493e-15        5.51285e-14           0.221749        3.44587e-11        0.000492806        3.49992e-07        8.12283e-15        4.37193e-16          4.827e-06          0.0444115        6.47204e-05        0.000510882        6.87365e-15         4.0562e-06        1.14566e-18            0.73276
7        0.000188388        2.51184e-05        2.71904e-05             101325            1.08249        2.71904e-05            313.603                  0         0.00460449        5.17436e-06            920.453        2.37414e-06        2.66286e-15        2.68997e-14           0.221415          5.125e-11        0.000688968        4.85392e-07        1.66565e-14        9.09687e-16        6.75755e-06          0.0443189        9.86399e-05        0.000703003        1.45998e-14        5.93269e-06        2.56284e-18            0.73276
8        0.000213506        2.51184e-05        2.67544e-05             101325            1.06513        2.67544e-05            318.703                  0          0.0063851        9.21918e-06            1763.28        3.52116e-06        5.79234e-15        1.14118e-14           0.220966        7.74288e-11        0.000953456        6.69914e-07        3.41673e-14        1.90157e-15        9.35637e-06          0.0441939        0.000148367        0.000956526        3.12396e-14          8.575e-06        5.88985e-18            0.73276
9        0.000238624        2.51184e-05        2.62013e-05             101325            1.04311        2.62013e-05            325.415                  0         0.00876021        1.70081e-05             3315.7        5.14901e-06        1.28953e-14        4.38245e-15           0.220372         1.1955e-10         0.00130463        9.20567e-07        7.04057e-14        4.01261e-15        1.27981e-05          0.0440273        0.000219919          0.0012855        6.77037e-14        1.22314e-05        1.40317e-17            0.73276
10        0.000263743        2.51184e-05         2.5518e-05             101325            1.01591         2.5518e-05            334.106                  0          0.0118785        3.25141e-05            6112.11        7.41529e-06        2.95104e-14        1.97169e-15           0.219598        1.89687e-10         0.00176372        1.26086e-06        1.46341e-13         8.5863e-15         1.7282e-05          0.0438091        0.000320868          0.0017053        1.49396e-13        1.72004e-05        3.49378e-17            0.73276
