# Time 0.000705
# eta = 0.002
# length = 0.000234379
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25591e-05        2.51183e-05        2.83442e-05             101325            1.12843        2.83442e-05            300.856                  0                  0                  0        5.02621e-12        6.30031e-08        3.15903e-17        9.46342e-13           0.222525        2.52789e-12        4.14052e-05        3.46482e-08        5.16467e-17        2.68071e-18        3.89291e-07           0.044623        2.17946e-06        4.73935e-05        3.73434e-17        2.15367e-07        5.89792e-21            0.73276
1        3.76774e-05        2.51183e-05        2.83113e-05             101325            1.12712        2.83113e-05            301.206                  0        0.000421704        2.12875e-07            8.73832        9.31839e-08        5.17964e-17        1.08906e-12           0.222496        3.59264e-12         5.8409e-05        4.83018e-08        1.00195e-16        5.20811e-18        5.51322e-07          0.0446152        3.25988e-06        6.66036e-05        7.29988e-17        3.12828e-07        1.15357e-20            0.73276
2        6.27956e-05        2.51183e-05        2.82624e-05             101325            1.12517        2.82624e-05            301.726                  0        0.000572464        3.00102e-07            15.6936        1.44179e-07        8.32643e-17        1.07823e-12           0.222451        5.22828e-12        8.38847e-05         6.8076e-08        2.11654e-16        1.10275e-17        7.96732e-07          0.0446034        5.13026e-06        9.50412e-05        1.56083e-16        4.70653e-07        2.46943e-20            0.73276
3        8.79139e-05        2.51183e-05         2.8187e-05             101325            1.12217         2.8187e-05            302.533                  0        0.000820957        4.57796e-07            31.4404        2.31035e-07        1.35657e-16        9.52479e-13           0.222382        7.83988e-12        0.000123532          9.816e-08        4.70267e-16        2.45881e-17        1.18152e-06           0.044585        8.37495e-06        0.000138841        3.52172e-16        7.30938e-07        5.59816e-20            0.73276
4        0.000113032        2.51183e-05        2.80747e-05             101325             1.1177        2.80747e-05            303.741                  0         0.00120486        7.34263e-07             66.209        3.73717e-07        2.31024e-16        7.46712e-13           0.222278        1.19068e-11        0.000183198        1.42599e-07        1.06142e-15        5.57825e-17        1.76435e-06          0.0445573         1.3802e-05        0.000204013        8.09833e-16        1.14516e-06        1.30146e-19            0.73276
5         0.00013815        2.51183e-05        2.79125e-05             101325            1.11125        2.79125e-05            305.504                  0         0.00177866         1.2236e-06            141.723        6.02495e-07        4.26125e-16        5.15008e-13           0.222127        1.81721e-11         0.00027075        2.06835e-07        2.39027e-15        1.26539e-16        2.62455e-06          0.0445166        2.26639e-05        0.000298412        1.86535e-15        1.78817e-06        3.05796e-19            0.73276
6        0.000163269        2.51183e-05        2.76842e-05             101325            1.10216        2.76842e-05             308.02                  0         0.00261444        2.10989e-06            302.064        9.62048e-07         8.6093e-16        3.09735e-13           0.221909         2.7828e-11        0.000396488         2.9811e-07        5.33098e-15        2.85107e-16        3.86623e-06          0.0444579        3.68503e-05        0.000431981        4.27651e-15        2.76593e-06        7.23939e-19            0.73276
7        0.000188387        2.51183e-05        2.73711e-05             101325            1.08969        2.73711e-05             311.54                  0         0.00380498        3.76362e-06            633.495        1.51653e-06        1.86819e-15        1.60874e-13           0.221604         4.2864e-11         0.00057355        4.26058e-07        1.17621e-14        6.37826e-16        5.62217e-06          0.0443751        5.91349e-05        0.000616903        9.76001e-15        4.22437e-06         1.7336e-18            0.73276
8        0.000213505        2.51183e-05         2.6953e-05             101325            1.07305         2.6953e-05            316.364                  0         0.00546635        6.94993e-06            1298.81        2.35529e-06        4.24082e-15        7.18136e-14           0.221183        6.67669e-11         0.00081822        6.03561e-07        2.57474e-14        1.42208e-15        8.05643e-06          0.0442603        9.34655e-05         0.00086757        2.22693e-14        6.35841e-06        4.23493e-18            0.73276
9        0.000238623        2.51183e-05        2.64106e-05             101325            1.05145        2.64106e-05             322.85                  0         0.00773917        1.32963e-05             2594.6        3.59845e-06        9.91985e-15        2.76616e-14           0.220615        1.05874e-10         0.00115005        8.48025e-07        5.61863e-14        3.17746e-15        1.13647e-05          0.0441042        0.000145268         0.00120031        5.11153e-14        9.41951e-06        1.06632e-17            0.73276
10        0.000263742        2.51183e-05        2.57281e-05             101325            1.02428        2.57281e-05            331.397                  0           0.010788        2.63633e-05            5043.46        5.40124e-06        2.38281e-14         9.6728e-15           0.219862        1.72033e-10         0.00159168        1.18329e-06        1.22849e-13        7.15474e-15        1.57713e-05          0.0438957        0.000221709         0.00163283        1.18775e-13        1.37195e-05         2.7947e-17            0.73276
11         0.00028886        2.51183e-05        2.48966e-05             101325           0.991177        2.48966e-05            342.439                  0          0.0147981        5.41553e-05            9538.91        7.95539e-06        5.88258e-14        4.38444e-15           0.218883        2.87706e-10         0.00216836         1.6424e-06        2.70056e-13         1.6293e-14        2.15234e-05          0.0436227        0.000331839         0.00218338        2.80614e-13        1.96283e-05        7.67224e-17            0.73276
12        0.000313978        2.51183e-05        2.39178e-05             101325           0.952208        2.39178e-05            356.415                  0          0.0199693        0.000115039            17570.1        1.14861e-05        1.49152e-13        6.26641e-15           0.217635        4.95609e-10         0.00290705        2.27132e-06        5.97164e-13        3.75243e-14        2.88807e-05          0.0432718        0.000486528         0.00286975        6.74696e-13         2.7563e-05        2.20728e-16            0.73276
13        0.000339096        2.51183e-05        2.28051e-05             101325           0.907908        2.28051e-05            373.753                  0          0.0265075        0.000251642            31570.2        1.62435e-05        3.86605e-13        1.97878e-14           0.216073        8.76216e-10         0.00383517        3.13382e-06        1.32437e-12        8.70421e-14        3.81049e-05          0.0428296        0.000698135         0.00370828        1.64578e-12        3.79691e-05        6.61286e-16            0.73276
14        0.000364215        2.51183e-05        2.15834e-05             101325           0.859271        2.15834e-05            394.834                  0          0.0346144        0.000562829            55462.2        2.24895e-05         1.0164e-12        7.53991e-14           0.214158         1.5775e-09         0.00497935        4.31711e-06         2.9278e-12        2.01756e-13        4.94487e-05          0.0422827        0.000979916         0.00471301         4.0457e-12        5.12943e-05        2.03812e-15            0.73276
15        0.000389333        2.51183e-05        2.02864e-05             101325           0.807635        2.02864e-05            419.975                  0          0.0444781          0.0012745            95526.5         3.0482e-05        2.68886e-12        3.09576e-13           0.211849         2.8618e-09         0.00636414        5.93813e-06        6.40184e-12        4.62661e-13        6.31487e-05           0.041619         0.00134526         0.00589527        9.93724e-12        6.79615e-05        6.36771e-15            0.73276
16        0.000414451        2.51183e-05        1.89518e-05             101325           0.754503        1.89518e-05            449.412                  0          0.0562651          0.0028884             161804        4.04596e-05        7.12796e-12        1.32553e-12           0.209114        5.17211e-09         0.00801113        8.14985e-06        1.37376e-11        1.03905e-12        7.94241e-05          0.0408275          0.0018069         0.00726368        2.41856e-11        8.83446e-05        1.99119e-14            0.73276
