# Time 0.000805
# eta = 0.002
# length = 9.72717e-05
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25592e-05        2.51183e-05        2.83149e-05             101325            1.12726        2.83149e-05            301.168                  0                  0                  0         1.0001e-22        1.10073e-07        2.73808e-17        3.79103e-13           0.222498        3.51644e-12        5.70377e-05        4.50636e-08         1.0033e-16        5.21446e-18        5.45477e-07          0.0446157        4.03413e-06        6.38765e-05        7.46864e-17         3.4276e-07        1.15423e-20            0.73276
1        3.76775e-05        2.51183e-05        2.82726e-05             101325            1.12558        2.82726e-05            301.618                  0        0.000574536        3.05432e-07            15.5582        1.59242e-07        4.61966e-17         4.3033e-13            0.22246        4.90709e-12        7.91291e-05        6.19344e-08        1.87065e-16        9.74047e-18        7.58797e-07          0.0446055        5.89376e-06        8.82097e-05        1.40402e-16        4.87843e-07          2.174e-20            0.73276
2        6.27958e-05        2.51183e-05        2.82134e-05             101325            1.12322        2.82134e-05             302.25                  0        0.000765888        4.25376e-07             27.156        2.37811e-07        7.88234e-17        4.15157e-13           0.222406        6.92486e-12        0.000110455         8.5145e-08        3.70955e-16        1.93709e-17        1.06379e-06          0.0445909        8.93674e-06        0.000122158        2.82105e-16         7.0995e-07        4.37996e-20            0.73276
3        8.79142e-05        2.51183e-05        2.81253e-05             101325            1.11971        2.81253e-05            303.195                  0         0.00106637        6.34418e-07            51.7327        3.66552e-07        1.40775e-16         3.5415e-13           0.222324        1.00298e-11        0.000157489        1.19294e-07        7.68572e-16        4.02905e-17        1.52414e-06           0.044569        1.40094e-05         0.00017244        5.94385e-16        1.06266e-06        9.28584e-20            0.73276
4        0.000113033        2.51183e-05        2.79984e-05             101325            1.11466        2.79984e-05            304.569                  0         0.00151363        9.91717e-07            102.672        5.70636e-07        2.65939e-16        2.66211e-13           0.222205         1.4722e-11        0.000226218        1.68399e-07        1.61973e-15        8.53949e-17        2.19949e-06          0.0445369         2.2182e-05        0.000244869        1.27824e-15         1.6055e-06        2.02277e-19            0.73276
5        0.000138151        2.51183e-05        2.78198e-05             101325            1.10755        2.78198e-05            306.521                  0         0.00216191        1.61098e-06            206.916        8.86755e-07         5.3157e-16        1.75296e-13           0.222036        2.17714e-11        0.000324531        2.37803e-07        3.42211e-15        1.81854e-16        3.16835e-06          0.0444909        3.50448e-05        0.000346863        2.76661e-15         2.4222e-06        4.47641e-19            0.73276
6        0.000163269        2.51183e-05        2.75745e-05             101325            1.09778        2.75745e-05            309.244                  0         0.00308134         2.7099e-06            416.388        1.36703e-06        1.11126e-15        1.00501e-13           0.221799        3.24092e-11        0.000462575        3.34571e-07        7.20218e-15        3.86888e-16        4.53131e-06          0.0444261        5.48992e-05        0.000487608        5.99365e-15        3.62746e-06        1.00403e-18            0.73276
7        0.000188388        2.51183e-05        2.72452e-05             101325            1.08468        2.72452e-05            312.974                  0         0.00436051        4.71641e-06            828.124        2.08356e-06        2.39637e-15        4.98412e-14           0.221473        4.86911e-11        0.000653114        4.68087e-07        1.50853e-14        8.22108e-16        6.41415e-06          0.0443365        8.49891e-05        0.000678175        1.29999e-14        5.37453e-06        2.29094e-18            0.73276
8        0.000213506        2.51183e-05         2.6814e-05             101325            1.06751         2.6814e-05            317.998                  0         0.00610862        8.49434e-06            1618.12        3.13327e-06        5.29093e-15        2.13802e-14           0.221032        7.42108e-11        0.000911813        6.50942e-07          3.153e-14        1.75081e-15        8.96986e-06          0.0442144        0.000129755        0.000931515        2.83403e-14        7.86244e-06        5.35904e-18            0.73276
9        0.000238624        2.51183e-05        2.62635e-05             101325            1.04559        2.62635e-05            324.648                  0         0.00845685        1.58416e-05            3096.62        4.64214e-06        1.19581e-14        8.10495e-15           0.220445        1.15462e-10         0.00125737         9.0026e-07        6.60516e-14        3.75585e-15         1.2379e-05           0.044051        0.000195076         0.00126228        6.24514e-14        1.13414e-05        1.29732e-17            0.73276
10        0.000263743        2.51183e-05          2.558e-05             101325            1.01838          2.558e-05            333.302                  0          0.0115581        3.06117e-05            5796.32        6.76797e-06        2.77555e-14        3.16944e-15           0.219677        1.84454e-10          0.0017114        1.23964e-06        1.39298e-13        8.15534e-15        1.68478e-05          0.0438355        0.000288451         0.00168644        1.39882e-13        1.61148e-05        3.27831e-17            0.73276
11        0.000288861        2.51183e-05        2.47559e-05             101325           0.985571        2.47559e-05            344.367                  0          0.0155851        6.12915e-05            10611.1        9.70019e-06         6.6356e-14        2.51905e-15           0.218689        3.03691e-10         0.00229806        1.70193e-06        2.96568e-13        1.79756e-14        2.26038e-05          0.0435564        0.000419048         0.00222073         3.1963e-13        2.25354e-05         8.6944e-17            0.73276
12        0.000313979        2.51183e-05        2.37926e-05             101325           0.947222        2.37926e-05            358.266                  0          0.0207256         0.00012697            19012.3        1.36557e-05        1.63356e-13        5.78335e-15            0.21744        5.15443e-10         0.00304327        2.33292e-06          6.374e-13        4.01998e-14        2.98883e-05          0.0432009        0.000597567         0.00288189        7.45399e-13         3.0995e-05        2.42013e-16            0.73276
13        0.000339098        2.51183e-05        2.27023e-05             101325           0.903815        2.27023e-05            375.413                  0           0.027176        0.000271098            33386.8        1.88704e-05        4.12335e-13        1.94501e-14           0.215886        8.98435e-10         0.00397366        3.19605e-06        1.37847e-12         9.0821e-14        3.89486e-05          0.0427558        0.000835862         0.00368596        1.76835e-12        4.19072e-05        7.02729e-16            0.73276
14        0.000364216        2.51183e-05        2.15074e-05             101325           0.856242        2.15074e-05            396.189                  0          0.0351332        0.000592639              57567        2.55869e-05        1.05921e-12        7.38389e-14           0.213987          1.596e-09          0.0051154        4.37797e-06        2.98126e-12        2.05677e-13        5.00296e-05          0.0422083         0.00114637         0.00464752        4.23979e-12        5.56849e-05        2.10433e-15            0.73276
15        0.000389334        2.51183e-05        2.02384e-05             101325           0.805722        2.02384e-05            420.921                  0          0.0447855          0.0013141            97673.9        3.40407e-05        2.74886e-12        3.01353e-13           0.211704        2.86043e-09         0.00649294        5.99462e-06        6.39833e-12        4.62367e-13        6.33677e-05          0.0415462         0.00154143         0.00577923        1.01891e-11        7.27172e-05        6.40933e-15            0.73276
16        0.000414453        2.51183e-05        1.89302e-05             101325           0.753641        1.89302e-05            449.863                  0          0.0563054         0.00292324             163473        4.44473e-05        7.17694e-12        1.28455e-12           0.209004        5.11607e-09         0.00812818        8.19744e-06        1.35221e-11        1.02161e-12        7.91892e-05          0.0407585          0.0020326         0.00709169        2.43455e-11        9.33494e-05         1.9618e-14            0.73276
17        0.000439571        2.51183e-05        1.76176e-05             101325           0.701384        1.76176e-05            483.191                  0          0.0698445          0.0064496             270589        5.69939e-05        1.88919e-11        5.58357e-12           0.205857        9.04256e-09            0.01004        1.11793e-05        2.79812e-11        2.20122e-12        9.77135e-05           0.039836         0.00263014         0.00859353        5.75016e-11        0.000117869        6.00201e-14            0.73276
