# Time 8e-05
# eta = 0.002
# length = 0.000955933
#--- 	  	 LEM Line data  --- 
#(1) wafer              (2) x             (3) dx              (4) m              (5) p            (6) rho              (7) m              (8) T              (9) Z             (10) C          (11) dCdt       (12) heatRel                  (13) Y_H2                  (14) Y_H                  (15) Y_O                  (16) Y_O2                  (17) Y_OH                  (18) Y_H2O                  (19) Y_HO2                  (20) Y_CH2                  (21) Y_CH2(S)                  (22) Y_CH3                  (23) Y_CH4                  (24) Y_CO                  (25) Y_CO2                  (26) Y_HCO                  (27) Y_CH2O                  (28) Y_CH2OH                  (29) Y_N2
0        1.25565e-05        2.51129e-05        2.84191e-05             101325            1.13165        2.84191e-05                300                  0                  0                  0       6.42285e-323        1.67573e-15                  0        8.13236e-16           0.222598        5.15802e-15        5.71412e-12        1.04227e-14                  0                  0        3.97648e-14          0.0446421        5.23966e-14        6.88585e-12                  0        6.50841e-15                  0            0.73276
1        3.76694e-05        2.51129e-05        2.84191e-05             101325            1.13165        2.84191e-05                300                  0        5.78615e-11        3.87438e-10        0.000283833        7.33744e-15                  0        3.16941e-15           0.222598          2.048e-14        2.46211e-11        4.54521e-14                  0                  0        1.72184e-13          0.0446421        2.29551e-13        2.96628e-11                  0        2.90751e-14                  0            0.73276
2        6.27824e-05        2.51129e-05        2.84191e-05             101325            1.13165        2.84191e-05                300                  0        2.48374e-10        1.53225e-09         0.00112253        3.64249e-14                  0        1.39934e-14           0.222598        9.22014e-14        1.20317e-10        2.24305e-13                  0                  0        8.45521e-13          0.0446421        1.13965e-12        1.44922e-10                  0        1.46953e-13                  0            0.73276
3        8.78953e-05        2.51129e-05        2.84191e-05             101325            1.13165        2.84191e-05                300                  0        1.21413e-09        6.90153e-09         0.00505616         1.7662e-13        1.88405e-22        5.96973e-14           0.222598        4.02924e-13         5.7373e-10         1.0786e-12        5.75957e-22        3.11568e-23        4.05228e-12          0.0446421        5.52397e-12        6.90891e-10        3.57699e-22         7.2508e-13        6.42796e-26            0.73276
4        0.000113008        2.51129e-05        2.84191e-05             101325            1.13165        2.84191e-05                300                  0         5.7883e-09        3.01567e-08          0.0220944        8.29208e-13        3.58801e-21        2.42878e-13           0.222598        1.68912e-12        2.64524e-09        5.00717e-12        1.17131e-20        6.10676e-22        1.87854e-11          0.0446421        2.59111e-11        3.18462e-09         7.2836e-21        3.46299e-12        1.33008e-24            0.73276
5        0.000138121        2.51129e-05        2.84191e-05             101325            1.13165        2.84191e-05                300                  0        2.66808e-08        1.26403e-07          0.0926239         3.7598e-12        4.37263e-20        9.36948e-13           0.222598        6.74514e-12        1.17599e-08        2.23706e-11        1.44387e-19        7.47745e-21        8.40289e-11          0.0446421        1.17307e-10         1.4154e-08        9.00077e-20        1.59677e-11        1.63115e-23            0.73276
6        0.000163234        2.51129e-05         2.8419e-05             101325            1.13165         2.8419e-05            300.001                  0        1.18582e-07        5.04677e-07            0.36995        1.64222e-11        5.06428e-19        3.40448e-12           0.222598        2.55347e-11        5.02703e-08         9.5872e-11        1.69963e-18        8.77467e-20        3.61703e-10           0.044642        5.11223e-10        6.04873e-08        1.06179e-18        7.08944e-11        1.91638e-22            0.73276
7        0.000188347        2.51129e-05        2.84187e-05             101325            1.13163        2.84187e-05            300.005                  0        5.06752e-07        1.91027e-06             1.4019        6.89025e-11         5.4869e-18        1.15547e-11           0.222598         9.0999e-11        2.05984e-07        3.92658e-10        1.88616e-17        9.75032e-19        1.49387e-09           0.044642        2.13823e-09        2.47772e-07        1.18024e-17        3.02195e-10         2.1331e-21            0.73276
8         0.00021346        2.51129e-05        2.84174e-05             101325            1.13158        2.84174e-05            300.018                  0        2.07575e-06        6.80804e-06            5.01387         2.7682e-10        5.49416e-17        3.62304e-11           0.222597        3.02564e-10        8.06188e-07        1.53028e-09        1.94751e-16        1.00833e-17        5.90029e-09          0.0446417        8.55498e-09        9.69414e-07        1.22142e-16        1.23266e-09        2.21282e-20            0.73276
9        0.000238573        2.51129e-05        2.84129e-05             101325             1.1314        2.84129e-05            300.066                  0        8.12123e-06        2.26551e-05            16.8675        1.06114e-09         4.9878e-16        1.03387e-10           0.222593        9.28182e-10        3.00176e-06        5.64634e-09        1.83484e-15        9.50913e-17         2.2201e-08          0.0446407        3.26201e-08        3.60819e-06        1.15487e-15        4.79379e-09        2.09877e-19            0.73276
