#--- 	  	 LEM Line data  --- 
#(1) Z              (2) C              (3) T              (4) h           (5) dCdT           (6) dedt            (7) rho          (8) FOUND     (9) Found_dcdt                  (10) Y_O2                  (11) Y_H2O                  (12) Y_CH4                  (13) Y_CO                  (14) Y_CO2                  (15) Y_N2
0.0113445           0.949495            800.486             541000                  0                  0           0.435267                  1                  0           0.187233          0.0242777        0.000574987        2.30167e-15          0.0296542            0.75826
0.0113445           0.959596             805.81             547071                  0                  0           0.432391                  1                  0           0.186774           0.024536         0.00045999        2.32616e-15          0.0299697            0.75826
0.0113445           0.969697            811.134             553149                  0                  0           0.429553                  1                  0           0.186315          0.0247943        0.000344992        2.35064e-15          0.0302852            0.75826
0.0113445           0.979798            816.459             559235                  0                  0           0.426752                  1                  0           0.185856          0.0250526        0.000229995        2.37513e-15          0.0306006            0.75826
0.0113445           0.989899            821.783             565329                  0                  0           0.423987                  1                  0           0.185398          0.0253108        0.000114997        2.39962e-15          0.0309161            0.75826
0.0113445                  1            827.107             571429                  0                  0           0.421258                  1                  0           0.184939          0.0255691         1.9037e-54         2.4241e-15          0.0312316            0.75826

0.012605                  0                300            1896.92                  0                  0            1.16026                  1                  0            0.23006                  0          0.0126497                  0                  0            0.75729
0.012605           0.010101            305.864            7913.71                  0                  0            1.13801                  1                  0            0.22955         0.00028697          0.0125219        3.36421e-16        0.000350521            0.75729
0.012605           0.020202            311.729            13936.1                  0                  0             1.1166                  1                  0           0.229041        0.000573939          0.0123941        6.72842e-16        0.000701042            0.75729
0.012605           0.030303            317.593            19964.2                  0                  0            1.09598                  1                  0           0.228531        0.000860909          0.0122663        1.00926e-15         0.00105156            0.75729
0.012605           0.040404            323.458            25998.1                  0                  0            1.07611                  1                  0           0.228021         0.00114788          0.0121386        1.34568e-15         0.00140208            0.75729
0.012605          0.0505051            329.322            32037.9                  0                  0            1.05695                  1                  0           0.227511         0.00143485          0.0120108        1.68211e-15         0.00175261            0.75729
0.012605          0.0606061            335.186            38083.6                  0                  0            1.03846                  1                  0           0.227002         0.00172182           0.011883        2.01853e-15         0.00210313            0.75729
0.012605          0.0707071            341.051            44135.4                  0                  0             1.0206                  1                  0           0.226492         0.00200879          0.0117552        2.35495e-15         0.00245365            0.75729
0.012605          0.0808081            346.915            50193.4                  0                  0            1.00335                  1                  0           0.225982         0.00229576          0.0116275        2.69137e-15         0.00280417            0.75729
0.012605          0.0909091             352.78            56257.5                  0                  0            0.98667                  1                  0           0.225473         0.00258273          0.0114997        3.02779e-15         0.00315469            0.75729
0.012605            0.10101            358.644              62328                  0                  0           0.970536                  1                  0           0.224963          0.0028697          0.0113719        3.36421e-15         0.00350521            0.75729
0.012605           0.111111            364.508            68404.9                  0                  0           0.954922                  1                  0           0.224453         0.00315667          0.0112441        3.70063e-15         0.00385573            0.75729
0.012605           0.121212            370.373            74488.2                  0                  0           0.939801                  1                  0           0.223943         0.00344363          0.0111164        4.03705e-15         0.00420625            0.75729
0.012605           0.131313            376.237              80578                  0                  0           0.925153                  1                  0           0.223434          0.0037306          0.0109886        4.37347e-15         0.00455677            0.75729
0.012605           0.141414            382.102            86674.5                  0                  0           0.910954                  1                  0           0.222924         0.00401757          0.0108608         4.7099e-15          0.0049073            0.75729
0.012605           0.151515            387.966            92777.7                  0                  0           0.897184                  1                  0           0.222414         0.00430454          0.0107331        5.04632e-15         0.00525782            0.75729
0.012605           0.161616            393.831            98887.6                  0                  0           0.883824                  1                  0           0.221905         0.00459151          0.0106053        5.38274e-15         0.00560834            0.75729
0.012605           0.171717            399.695             105004                  0                  0           0.870857                  1                  0           0.221395         0.00487848          0.0104775        5.71916e-15         0.00595886            0.75729
0.012605           0.181818            405.559             111128                  0                  0           0.858264                  1                  0           0.220885         0.00516545          0.0103497        6.05558e-15         0.00630938            0.75729
0.012605           0.191919            411.424             117259                  0                  0            0.84603                  1                  0           0.220375         0.00545242           0.010222          6.392e-15          0.0066599            0.75729
0.012605            0.20202            417.288             123396                  0                  0           0.834141                  1                  0           0.219866         0.00573939          0.0100942        6.72842e-15         0.00701042            0.75729
0.012605           0.212121            423.153             129541                  0                  0            0.82258                  1                  0           0.219356         0.00602636          0.0099664        7.06484e-15         0.00736094            0.75729
0.012605           0.222222            429.017             135693                  0                  0           0.811336                  1                  0           0.218846         0.00631333         0.00983863        7.40126e-15         0.00771146            0.75729
0.012605           0.232323            434.881             141853                  0                  0           0.800395                  1                  0           0.218337          0.0066003         0.00971086        7.73768e-15         0.00806199            0.75729
0.012605           0.242424            440.746             148019                  0                  0           0.789745                  1                  0           0.217827         0.00688727         0.00958308        8.07411e-15         0.00841251            0.75729
0.012605           0.252525             446.61             154193                  0                  0           0.779375                  1                  0           0.217317         0.00717424         0.00945531        8.41053e-15         0.00876303            0.75729
0.012605           0.262626            452.475             160375                  0                  0           0.769274                  1                  0           0.216807         0.00746121         0.00932753        8.74695e-15         0.00911355            0.75729
0.012605           0.272727            458.339             166564                  0                  0           0.759431                  1                  0           0.216298         0.00774818         0.00919976        9.08337e-15         0.00946407            0.75729
0.012605           0.282828            464.203             172760                  0                  0           0.749837                  1                  0           0.215788         0.00803515         0.00907198        9.41979e-15         0.00981459            0.75729
0.012605           0.292929            470.068             178964                  0                  0           0.740482                  1                  0           0.215278         0.00832212         0.00894421        9.75621e-15          0.0101651            0.75729
0.012605            0.30303            475.932             185176                  0                  0           0.731358                  1                  0           0.214769         0.00860909         0.00881643        1.00926e-14          0.0105156            0.75729
0.012605           0.313131            481.797             191396                  0                  0           0.722456                  1                  0           0.214259         0.00889606         0.00868866        1.04291e-14          0.0108662            0.75729
0.012605           0.323232            487.661             197623                  0                  0           0.713768                  1                  0           0.213749         0.00918303         0.00856089        1.07655e-14          0.0112167            0.75729
0.012605           0.333333            493.525             203859                  0                  0           0.705287                  1                  0           0.213239            0.00947         0.00843311        1.11019e-14          0.0115672            0.75729
0.012605           0.343434             499.39             210102                  0                  0           0.697005                  1                  0            0.21273         0.00975696         0.00830534        1.14383e-14          0.0119177            0.75729
0.012605           0.353535            505.254             216353                  0                  0           0.688914                  1                  0            0.21222          0.0100439         0.00817756        1.17747e-14          0.0122682            0.75729
0.012605           0.363636            511.119             222612                  0                  0            0.68101                  1                  0            0.21171          0.0103309         0.00804979        1.21112e-14          0.0126188            0.75729
0.012605           0.373737            516.983             228880                  0                  0           0.673285                  1                  0           0.211201          0.0106179         0.00792201        1.24476e-14          0.0129693            0.75729
0.012605           0.383838            522.848             235155                  0                  0           0.665733                  1                  0           0.210691          0.0109048         0.00779424         1.2784e-14          0.0133198            0.75729
0.012605           0.393939            528.712             241439                  0                  0           0.658349                  1                  0           0.210181          0.0111918         0.00766646        1.31204e-14          0.0136703            0.75729
0.012605            0.40404            534.576             247731                  0                  0           0.651127                  1                  0           0.209671          0.0114788         0.00753869        1.34568e-14          0.0140208            0.75729
0.012605           0.414141            540.441             254031                  0                  0           0.644061                  1                  0           0.209162          0.0117658         0.00741092        1.37933e-14          0.0143714            0.75729
0.012605           0.424242            546.305             260340                  0                  0           0.637148                  1                  0           0.208652          0.0120527         0.00728314        1.41297e-14          0.0147219            0.75729
0.012605           0.434343             552.17             266657                  0                  0           0.630381                  1                  0           0.208142          0.0123397         0.00715537        1.44661e-14          0.0150724            0.75729
0.012605           0.444444            558.034             272982                  0                  0           0.623756                  1                  0           0.207633          0.0126267         0.00702759        1.48025e-14          0.0154229            0.75729
0.012605           0.454545            563.898             279316                  0                  0           0.617269                  1                  0           0.207123          0.0129136         0.00689982        1.51389e-14          0.0157735            0.75729
0.012605           0.464646            569.763             285659                  0                  0           0.610916                  1                  0           0.206613          0.0132006         0.00677204        1.54754e-14           0.016124            0.75729
0.012605           0.474747            575.627             292010                  0                  0           0.604692                  1                  0           0.206103          0.0134876         0.00664427        1.58118e-14          0.0164745            0.75729
0.012605           0.484848            581.492             298369                  0                  0           0.598593                  1                  0           0.205594          0.0137745          0.0065165        1.61482e-14           0.016825            0.75729
0.012605           0.494949            587.356             304738                  0                  0           0.592617                  1                  0           0.205084          0.0140615         0.00638872        1.64846e-14          0.0171755            0.75729
0.012605           0.505051             593.22             311115                  0                  0           0.586758                  1                  0           0.204574          0.0143485         0.00626095        1.68211e-14          0.0175261            0.75729
0.012605           0.515152            599.085             317500                  0                  0           0.581015                  1                  0           0.204065          0.0146354         0.00613317        1.71575e-14          0.0178766            0.75729
0.012605           0.525253            604.949             323895                  0                  0           0.575382                  1                  0           0.203555          0.0149224          0.0060054        1.74939e-14          0.0182271            0.75729
0.012605           0.535354            610.814             330298                  0                  0           0.569858                  1                  0           0.203045          0.0152094         0.00587762        1.78303e-14          0.0185776            0.75729
0.012605           0.545455            616.678             336711                  0                  0           0.564439                  1                  0           0.202535          0.0154964         0.00574985        1.81667e-14          0.0189281            0.75729
0.012605           0.555556            622.542             343132                  0                  0           0.559122                  1                  0           0.202026          0.0157833         0.00562207        1.85032e-14          0.0192787            0.75729
0.012605           0.565657            628.407             349562                  0                  0           0.553904                  1                  0           0.201516          0.0160703          0.0054943        1.88396e-14          0.0196292            0.75729
0.012605           0.575758            634.271             356001                  0                  0           0.548783                  1                  0           0.201006          0.0163573         0.00536653         1.9176e-14          0.0199797            0.75729
0.012605           0.585859            640.136             362449                  0                  0           0.543755                  1                  0           0.200496          0.0166442         0.00523875        1.95124e-14          0.0203302            0.75729
0.012605            0.59596                646             368905                  0                  0           0.538819                  1                  0           0.199987          0.0169312         0.00511098        1.98488e-14          0.0206807            0.75729
0.012605           0.606061            651.864             375371                  0                  0           0.533971                  1                  0           0.199477          0.0172182          0.0049832        2.01853e-14          0.0210313            0.75729
0.012605           0.616162            657.729             381847                  0                  0            0.52921                  1                  0           0.198967          0.0175051         0.00485543        2.05217e-14          0.0213818            0.75729
0.012605           0.626263            663.593             388331                  0                  0           0.524534                  1                  0           0.198458          0.0177921         0.00472765        2.08581e-14          0.0217323            0.75729
0.012605           0.636364            669.458             394824                  0                  0           0.519939                  1                  0           0.197948          0.0180791         0.00459988        2.11945e-14          0.0220828            0.75729
0.012605           0.646465            675.322             401326                  0                  0           0.515424                  1                  0           0.197438          0.0183661          0.0044721        2.15309e-14          0.0224334            0.75729
0.012605           0.656566            681.187             407838                  0                  0           0.510986                  1                  0           0.196928           0.018653         0.00434433        2.18674e-14          0.0227839            0.75729
0.012605           0.666667            687.051             414359                  0                  0           0.506625                  1                  0           0.196419            0.01894         0.00421656        2.22038e-14          0.0231344            0.75729
0.012605           0.676768            692.915             420889                  0                  0           0.502337                  1                  0           0.195909           0.019227         0.00408878        2.25402e-14          0.0234849            0.75729
0.012605           0.686869             698.78             427428                  0                  0           0.498121                  1                  0           0.195399          0.0195139         0.00396101        2.28766e-14          0.0238354            0.75729
0.012605            0.69697            704.644             433976                  0                  0           0.493976                  1                  0            0.19489          0.0198009         0.00383323        2.32131e-14           0.024186            0.75729
0.012605           0.707071            710.509             440534                  0                  0           0.489898                  1                  0            0.19438          0.0200879         0.00370546        2.35495e-14          0.0245365            0.75729
0.012605           0.717172            716.373             447101                  0                  0           0.485888                  1                  0            0.19387          0.0203748         0.00357768        2.38859e-14           0.024887            0.75729
0.012605           0.727273            722.237             453677                  0                  0           0.481943                  1                  0            0.19336          0.0206618         0.00344991        2.42223e-14          0.0252375            0.75729
0.012605           0.737374            728.102             460263                  0                  0           0.478061                  1                  0           0.192851          0.0209488         0.00332213        2.45587e-14           0.025588            0.75729
0.012605           0.747475            733.966             466857                  0                  0           0.474241                  1                  0           0.192341          0.0212357         0.00319436        2.48952e-14          0.0259386            0.75729
0.012605           0.757576            739.831             473461                  0                  0           0.470482                  1                  0           0.191831          0.0215227         0.00306659        2.52316e-14          0.0262891            0.75729
0.012605           0.767677            745.695             480075                  0                  0           0.466782                  1                  0           0.191322          0.0218097         0.00293881         2.5568e-14          0.0266396            0.75729
0.012605           0.777778            751.559             486697                  0                  0            0.46314                  1                  0           0.190812          0.0220967         0.00281104        2.59044e-14          0.0269901            0.75729
0.012605           0.787879            757.424             493329                  0                  0           0.459554                  1                  0           0.190302          0.0223836         0.00268326        2.62408e-14          0.0273406            0.75729
0.012605            0.79798            763.288             499970                  0                  0           0.456023                  1                  0           0.189792          0.0226706         0.00255549        2.65773e-14          0.0276912            0.75729
0.012605           0.808081            769.153             506621                  0                  0           0.452546                  1                  0           0.189283          0.0229576         0.00242771        2.69137e-14          0.0280417            0.75729
0.012605           0.818182            775.017             513280                  0                  0           0.449122                  1                  0           0.188773          0.0232445         0.00229994        2.72501e-14          0.0283922            0.75729
0.012605           0.828283            780.881             519949                  0                  0           0.445749                  1                  0           0.188263          0.0235315         0.00217217        2.75865e-14          0.0287427            0.75729
0.012605           0.838384            786.746             526627                  0                  0           0.442426                  1                  0           0.187754          0.0238185         0.00204439         2.7923e-14          0.0290933            0.75729
0.012605           0.848485             792.61             533315                  0                  0           0.439153                  1                  0           0.187244          0.0241054         0.00191662        2.82594e-14          0.0294438            0.75729
0.012605           0.858586            798.475             540011                  0                  0           0.435927                  1                  0           0.186734          0.0243924         0.00178884        2.85958e-14          0.0297943            0.75729
0.012605           0.868687            804.339             546717                  0                  0           0.432749                  1                  0           0.186224          0.0246794         0.00166107        2.89322e-14          0.0301448            0.75729
0.012605           0.878788            810.204             553432                  0                  0           0.429617                  1                  0           0.185715          0.0249664         0.00153329        2.92686e-14          0.0304953            0.75729
0.012605           0.888889            816.068             560156                  0                  0           0.426529                  1                  0           0.185205          0.0252533         0.00140552        2.96051e-14          0.0308459            0.75729
0.012605            0.89899            821.932             566889                  0                  0           0.423486                  1                  0           0.184695          0.0255403         0.00127774        2.99415e-14          0.0311964            0.75729
0.012605           0.909091            827.797             573631                  0                  0           0.420486                  1                  0           0.184186          0.0258273         0.00114997        3.02779e-14          0.0315469            0.75729
0.012605           0.919192            833.661             580382                  0                  0           0.417528                  1                  0           0.183676          0.0261142          0.0010222        3.06143e-14          0.0318974            0.75729
0.012605           0.929293            839.526             587142                  0                  0           0.414612                  1                  0           0.183166          0.0264012        0.000894421        3.09507e-14          0.0322479            0.75729
0.012605           0.939394             845.39             593912                  0                  0           0.411735                  1                  0           0.182656          0.0266882        0.000766646        3.12872e-14          0.0325985            0.75729
0.012605           0.949495            851.254             600690                  0                  0           0.408899                  1                  0           0.182147          0.0269751        0.000638872        3.16236e-14           0.032949            0.75729
0.012605           0.959596            857.119             607476                  0                  0           0.406101                  1                  0           0.181637          0.0272621        0.000511098          3.196e-14          0.0332995            0.75729
0.012605           0.969697            862.983             614272                  0                  0           0.403342                  1                  0           0.181127          0.0275491        0.000383323        3.22964e-14            0.03365            0.75729
0.012605           0.979798            868.848             621076                  0                  0           0.400619                  1                  0           0.180618           0.027836        0.000255549        3.26328e-14          0.0340005            0.75729
0.012605           0.989899            874.712             627889                  0                  0           0.397933                  1                  0           0.180108           0.028123        0.000127774        3.29693e-14          0.0343511            0.75729
0.012605                  1            880.576             634711                  0                  0           0.395283                  1                  0           0.179598            0.02841         3.2497e-51        3.33057e-14          0.0347016            0.75729

0.0138655                  0                300            1899.77                  0                  0             1.1591                  1                  0           0.229765                  0          0.0139146                  0                  0            0.75632
0.0138655           0.010101            306.395            8470.98                  0                  0            1.13491                  1                  0           0.229205        0.000315665           0.013774        3.30841e-15        0.000385571            0.75632
0.0138655           0.020202             312.79              15049                  0                  0             1.1117                  1                  0           0.228644         0.00063133          0.0136335        6.61682e-15        0.000771143            0.75632
0.0138655           0.030303            319.185              21634                  0                  0            1.08943                  1                  0           0.228083        0.000946995          0.0134929        9.92523e-15         0.00115671            0.75632
0.0138655           0.040404            325.579              28226                  0                  0            1.06803                  1                  0           0.227523         0.00126266          0.0133524        1.32336e-14         0.00154229            0.75632
0.0138655          0.0505051            331.974            34825.2                  0                  0            1.04746                  1                  0           0.226962         0.00157833          0.0132118        1.65421e-14         0.00192786            0.75632
0.0138655          0.0606061            338.369            41431.7                  0                  0            1.02766                  1                  0           0.226401         0.00189399          0.0130713        1.98505e-14         0.00231343            0.75632
0.0138655          0.0707071            344.764            48045.5                  0                  0             1.0086                  1                  0           0.225841         0.00220966          0.0129307        2.31589e-14           0.002699            0.75632
0.0138655          0.0808081            351.159              54667                  0                  0           0.990234                  1                  0            0.22528         0.00252532          0.0127902        2.64673e-14         0.00308457            0.75632
0.0138655          0.0909091            357.554              61296                  0                  0           0.972524                  1                  0           0.224719         0.00284099          0.0126496        2.97757e-14         0.00347014            0.75632
0.0138655            0.10101            363.948            67932.8                  0                  0           0.955436                  1                  0           0.224158         0.00315665          0.0125091        3.30841e-14         0.00385571            0.75632
0.0138655           0.111111            370.343            74577.4                  0                  0           0.938938                  1                  0           0.223598         0.00347232          0.0123685        3.63925e-14         0.00424129            0.75632
0.0138655           0.121212            376.738            81229.9                  0                  0              0.923                  1                  0           0.223037         0.00378798           0.012228        3.97009e-14         0.00462686            0.75632
0.0138655           0.131313            383.133            87890.5                  0                  0           0.907594                  1                  0           0.222476         0.00410365          0.0120874        4.30093e-14         0.00501243            0.75632
0.0138655           0.141414            389.528            94559.3                  0                  0           0.892695                  1                  0           0.221916         0.00441931          0.0119469        4.63178e-14           0.005398            0.75632
0.0138655           0.151515            395.923             101236                  0                  0           0.878276                  1                  0           0.221355         0.00473498          0.0118063        4.96262e-14         0.00578357            0.75632
0.0138655           0.161616            402.318             107922                  0                  0           0.864316                  1                  0           0.220794         0.00505064          0.0116658        5.29346e-14         0.00616914            0.75632
0.0138655           0.171717            408.712             114615                  0                  0           0.850792                  1                  0           0.220234         0.00536631          0.0115252         5.6243e-14         0.00655472            0.75632
0.0138655           0.181818            415.107             121318                  0                  0           0.837686                  1                  0           0.219673         0.00568197          0.0113846        5.95514e-14         0.00694029            0.75632
0.0138655           0.191919            421.502             128029                  0                  0           0.824977                  1                  0           0.219112         0.00599764          0.0112441        6.28598e-14         0.00732586            0.75632
0.0138655            0.20202            427.897             134748                  0                  0           0.812648                  1                  0           0.218552          0.0063133          0.0111035        6.61682e-14         0.00771143            0.75632
0.0138655           0.212121            434.292             141477                  0                  0           0.800681                  1                  0           0.217991         0.00662897           0.010963        6.94766e-14           0.008097            0.75632
0.0138655           0.222222            440.687             148214                  0                  0           0.789063                  1                  0            0.21743         0.00694463          0.0108224        7.27851e-14         0.00848257            0.75632
0.0138655           0.232323            447.081             154960                  0                  0           0.777776                  1                  0            0.21687          0.0072603          0.0106819        7.60935e-14         0.00886814            0.75632
0.0138655           0.242424            453.476             161716                  0                  0           0.766808                  1                  0           0.216309         0.00757596          0.0105413        7.94019e-14         0.00925372            0.75632
0.0138655           0.252525            459.871             168480                  0                  0           0.756145                  1                  0           0.215748         0.00789163          0.0104008        8.27103e-14         0.00963929            0.75632
0.0138655           0.262626            466.266             175254                  0                  0           0.745775                  1                  0           0.215187         0.00820729          0.0102602        8.60187e-14          0.0100249            0.75632
0.0138655           0.272727            472.661             182037                  0                  0           0.735685                  1                  0           0.214627         0.00852296          0.0101197        8.93271e-14          0.0104104            0.75632
0.0138655           0.282828            479.056             188829                  0                  0           0.725864                  1                  0           0.214066         0.00883862         0.00997914        9.26355e-14           0.010796            0.75632
0.0138655           0.292929            485.451             195631                  0                  0           0.716302                  1                  0           0.213505         0.00915429         0.00983859        9.59439e-14          0.0111816            0.75632
0.0138655            0.30303            491.845             202443                  0                  0           0.706989                  1                  0           0.212945         0.00946995         0.00969803        9.92523e-14          0.0115671            0.75632
0.0138655           0.313131             498.24             209264                  0                  0           0.697915                  1                  0           0.212384         0.00978562         0.00955748        1.02561e-13          0.0119527            0.75632
0.0138655           0.323232            504.635             216094                  0                  0           0.689071                  1                  0           0.211823          0.0101013         0.00941693        1.05869e-13          0.0123383            0.75632
0.0138655           0.333333             511.03             222935                  0                  0           0.680448                  1                  0           0.211263          0.0104169         0.00927638        1.09178e-13          0.0127239            0.75632
0.0138655           0.343434            517.425             229785                  0                  0           0.672039                  1                  0           0.210702          0.0107326         0.00913583        1.12486e-13          0.0131094            0.75632
0.0138655           0.353535             523.82             236645                  0                  0           0.663834                  1                  0           0.210141          0.0110483         0.00899528        1.15794e-13           0.013495            0.75632
0.0138655           0.363636            530.214             243515                  0                  0           0.655828                  1                  0           0.209581          0.0113639         0.00885473        1.19103e-13          0.0138806            0.75632
0.0138655           0.373737            536.609             250395                  0                  0           0.648012                  1                  0            0.20902          0.0116796         0.00871418        1.22411e-13          0.0142661            0.75632
0.0138655           0.383838            543.004             257286                  0                  0           0.640381                  1                  0           0.208459          0.0119953         0.00857362         1.2572e-13          0.0146517            0.75632
0.0138655           0.393939            549.399             264186                  0                  0           0.632927                  1                  0           0.207899          0.0123109         0.00843307        1.29028e-13          0.0150373            0.75632
0.0138655            0.40404            555.794             271096                  0                  0           0.625645                  1                  0           0.207338          0.0126266         0.00829252        1.32336e-13          0.0154229            0.75632
0.0138655           0.414141            562.189             278017                  0                  0           0.618528                  1                  0           0.206777          0.0129423         0.00815197        1.35645e-13          0.0158084            0.75632
0.0138655           0.424242            568.583             284948                  0                  0           0.611571                  1                  0           0.206217          0.0132579         0.00801142        1.38953e-13           0.016194            0.75632
0.0138655           0.434343            574.978             291890                  0                  0            0.60477                  1                  0           0.205656          0.0135736         0.00787087        1.42262e-13          0.0165796            0.75632
0.0138655           0.444444            581.373             298842                  0                  0           0.598117                  1                  0           0.205095          0.0138893         0.00773032         1.4557e-13          0.0169651            0.75632
0.0138655           0.454545            587.768             305804                  0                  0            0.59161                  1                  0           0.204534          0.0142049         0.00758977        1.48879e-13          0.0173507            0.75632
0.0138655           0.464646            594.163             312777                  0                  0           0.585242                  1                  0           0.203974          0.0145206         0.00744921        1.52187e-13          0.0177363            0.75632
0.0138655           0.474747            600.558             319760                  0                  0           0.579011                  1                  0           0.203413          0.0148363         0.00730866        1.55495e-13          0.0181219            0.75632
0.0138655           0.484848            606.953             326755                  0                  0            0.57291                  1                  0           0.202852          0.0151519         0.00716811        1.58804e-13          0.0185074            0.75632
0.0138655           0.494949            613.347             333759                  0                  0           0.566937                  1                  0           0.202292          0.0154676         0.00702756        1.62112e-13           0.018893            0.75632
0.0138655           0.505051            619.742             340775                  0                  0           0.561087                  1                  0           0.201731          0.0157833         0.00688701        1.65421e-13          0.0192786            0.75632
0.0138655           0.515152            626.137             347801                  0                  0           0.555357                  1                  0            0.20117          0.0160989         0.00674646        1.68729e-13          0.0196641            0.75632
0.0138655           0.525253            632.532             354838                  0                  0           0.549742                  1                  0            0.20061          0.0164146         0.00660591        1.72037e-13          0.0200497            0.75632
0.0138655           0.535354            638.927             361886                  0                  0            0.54424                  1                  0           0.200049          0.0167302         0.00646536        1.75346e-13          0.0204353            0.75632
0.0138655           0.545455            645.322             368945                  0                  0           0.538847                  1                  0           0.199488          0.0170459          0.0063248        1.78654e-13          0.0208209            0.75632
0.0138655           0.555556            651.716             376015                  0                  0           0.533559                  1                  0           0.198928          0.0173616         0.00618425        1.81963e-13          0.0212064            0.75632
0.0138655           0.565657            658.111             383096                  0                  0           0.528375                  1                  0           0.198367          0.0176772          0.0060437        1.85271e-13           0.021592            0.75632
0.0138655           0.575758            664.506             390188                  0                  0            0.52329                  1                  0           0.197806          0.0179929         0.00590315        1.88579e-13          0.0219776            0.75632
